TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA
AACIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,
AADR,,58.3783,,None,,,None,Not Found!,,,,,,,,,58.28,56.78,,,,,,,
AACIU,,10.02,,-0.085,,,None,N/A ,,None,419700,,,0,,,10.02,9.76,,,,,,,
AACI,Armada Acquisition Corp. I,9.79,undefined,-0.085,,undefined,None,,202533408,None,419700,-202740508,0.02,0,1.0481798715203425,1.050321199143469,9.81,9.34,0.0091,undefined,20709500,USD,United States,none,None
AACG,ATA Creativity Global,1.29,-13.818750000000001,-0.315,25.00,-10.712209302325583,0.2230971,-0.84 ,15638866,None,75232600,32560016,2.412,45096760,1.29,1.34,1.34,1,None,undefined,31376900,USD,China,strong_buy,-0.295
AADI,"Aadi Bioscience, Inc.",16.72,undefined,-8.896,N/A,undefined,2.4021032,,188586160,None,161375008,-201344832,7.723,613000,17.52620545073375,17.37945492662474,16.58,0.954,None,undefined,20894000,USD,United States,buy,-14.876
AAME,Atlantic American Corporation,2.47,undefined,0.614,N/A,undefined,0.38444737,,78026440,31535250,14327000,-39472508,0.703,38295000,1.1650943396226416,1.133254716981132,2.4025,2.12,0.0093,1.5474689134680497,20378600,USD,United States,none,4.045
AAL,"American Airlines Group, Inc.",16.96,391.51750000000004,-3.095,-105.10,23.08475825471698,None,0.29 ,45080334336,-124625000,12430999552,1096666112,19.149,46177001472,1.1374916163648559,1.1395036887994634,16.99,14.91,0.1728,-0.19197886499476247,649160000,USD,United States,hold,-15.862
AAOI,"Applied Optoelectronics, Inc.",4.06,-57.46386904761905,-2.041,13.00,-14.153662326999767,0.35515752,0.29 ,221313440,-15275375,43534000,-50642720,1.595,154019008,1.1941176470588235,1.0,3.4,3.4,0.1555,-0.559586740226247,27297600,USD,United States,hold,-7.202
AAPL,Apple Inc.,162.74,183.92294642857146,6.015,14.85,1.1301643506732915,37.448887,7.32 ,2714710835200,80153247744,63913000960,-2626340061184,3.916,122797998080,1.400395835126065,1.3843369761638413,160.8738,116.21,0.0056,4.911531554979841,16319399936,USD,United States,buy,21.173
