TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA
AACI,Armada Acquisition Corp. I,9.82,undefined,-0.085,,undefined,224.31818,,203745168,None,657590,-203745178,0.032,0,1.051391862955032,1.050321199143469,9.81,9.34,0.0001,undefined,20709500,USD,United States,none,None
AACG,ATA Creativity Global,1.98,-16.366120996441282,-0.312,25.00,-8.265717674970345,0.43307087,-0.37 ,56187988,None,75232600,-7602416,2.412,45096760,1.98,1.85,1.85,1,None,undefined,31376900,USD,China,strong_buy,-1.061
AACIU,,10.03,,-0.085,,,229.25,N/A ,,None,657590,,,0,,,10.03,9.76,,,,,,,
AACIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",22.58,undefined,-8.896,N/A,undefined,3.0095475,,293683136,None,161375008,-293069504,7.723,613000,23.668763102725364,22.79874213836478,21.75,0.954,None,undefined,20894000,USD,United States,buy,-23.166
AADR,,63.6553,,None,,,None,Not Found!,,,,,,,,,63.79,58.48,,,,,,,
AAME,Atlantic American Corporation,2.91,undefined,0.614,N/A,undefined,0.4223096,,83324872,31535250,14327000,-44770940,0.703,38295000,1.3227272727272728,1.2727272727272725,2.8,2.2,0.0242,1.5474689134680497,20378600,USD,United States,none,4.32
AAL,"American Airlines Group, Inc.",18.57,784.1307330960855,-5.184,-105.10,42.2256722184214,None,0.18 ,44142657536,-1145750016,14535999488,2051929088,22.45,46655000576,1.2624065261726716,1.2630863358259685,18.58,14.71,0.1776,-1.7694598793406136,647513984,USD,United States,hold,-9.283
AAOI,"Applied Optoelectronics, Inc.",4.77,-68.71124555160142,-2.041,13.00,-14.404873281258162,0.48280832,0.39 ,238510960,-15275375,43534000,-84491744,1.595,154019008,1.0302375809935205,1.0,4.63,4.63,0.1519,-0.559586740226247,27297600,USD,United States,hold,-7.761
AAON,"AAON, Inc.",76.31,42.69252669039146,1.33,12.00,0.5594617571798121,9.698794,23.14 ,3781006848,30429124,101813000,-3781004536,1.942,0,1.2885849375211078,1.2487335359675786,73.95,59.22,0.0299,0.5803983367666132,52428000,USD,United States,hold,33.509
AAPL,Apple Inc.,172,212.40538078291817,5.61,15.68,1.2349150045518498,44.824265,8.01 ,2895783395328,73295003648,62639001600,-2762050940928,3.818,136521998336,1.4800791670252131,1.4717322089321057,171.03,116.21,0.0069,4.467464138872635,16406400000,USD,United States,buy,24.085
AATC,Autoscope Technologies Corporat,6.27,23.96434163701068,0.537,20.00,3.8220640569395026,1.6627574,30.02 ,25883750,1562000,8502000,-25772764,1.583,111000,1.5443349753694582,1.540714285714286,6.2553,4.06,0.0036000002,0.29075503237023054,5372220,USD,United States,none,12.595
AAWW,Atlas Air Worldwide Holdings,89.03,490.10911032028474,16.919,10.00,5.504988322141803,0.97606564,1.80 ,4409007616,196027008,773910976,-1787836480,26.661,2621171968,1.772799681401832,1.7540820390282756,88.09,50.22,0.1934,6.7529620404915205,29028300,USD,United States,buy,4.668
AAXJ,,81.96,,None,,,None,Not Found!,,,,,,,,,82.06,79.8,,,,,,,
ABCB,Ameris Bancorp,53.97,144.16654804270465,5.58,8.00,2.6712349090736454,1.2931694,,529388000,None,3777502976,12327680,54.449,555707008,1.474590163934426,1.4620218579234971,53.51,36.6,0.0414,undefined,69635200,USD,United States,buy,None
ABCL,AbCellera Biologics Inc.,12.09,18.65537366548043,0.644,10.00,1.5430416596758005,3.4856973,13.19 ,2682597632,167605184,753478976,-2574808256,2.676,31759000,1.057557732680196,1.0059482155353394,11.5,11.432,0.0933,0.5952290415966714,281580992,USD,Canada,buy,8.986
ABCM,Abcam plc,21.11,undefined,0.097,N/A,undefined,7.4697075,38.84 ,4631752192,15400000,219900000,-4577508256,0.972,110500000,1.231621936989498,1.2123687281213535,20.78,17.14,None,0.06728299051047693,228884000,USD,United States,buy,75.93
ABGI,ABG Acquisition Corp. I,9.77,undefined,-0.099,,undefined,None,N/A ,188164704,None,617654,-188165194,0.032,0,1.016649323621228,1.0161290322580647,9.765,9.61,0.0002,undefined,15566300,USD,United States,none,None
ABEO,Abeona Therapeutics Inc.,0.3151,undefined,-0.567,N/A,undefined,0.39693487,-7.39 ,-29156912,-27067876,66998000,21429128,0.657,6165000,1.1670370370370369,1.1296296296296295,0.305,0.27,0.0153,-0.18461495859989907,146618000,USD,United States,buy,0.536
ABIO,"ARCA biopharma, Inc.",2.06,undefined,-1.485,N/A,undefined,0.51934826,N/A ,-28409308,-10266125,58313000,28916396,4.047,507000,1.0248756218905475,1.0,2.01,2.01,0.0256,-0.712425659780293,14410100,USD,United States,none,1.514
ABMD,"ABIOMED, Inc.",336.44,96.7966491103203,3.257,10.48,0.2877085040730005,10.491588,62.39 ,13883734016,170232128,650558976,-13875882496,14.299,7854000,1.287710031767903,1.2211122593485668,319.04,261.27,0.0295,3.7415710313753503,45497500,USD,United States,buy,48.178
ABNB,"Airbnb, Inc.",159.75,-1343.4825338078292,-7.886,100.30,-8.40990631491599,23.351147,6.22 ,94543978496,2307960832,7920702976,-97585637888,12.649,2430998016,1.2315935548531338,1.2219566725772877,158.5,129.71,0.036199998,6.654559176988905,346824000,USD,United States,buy,-36.585
ABOS,"Acumen Pharmaceuticals, Inc.",5.73,-591.9913451957297,-9.312,32.10,-103.31437088930709,0.99722517,92.79 ,32740358,None,199964000,-32740224,4.941,0,1.0141592920353983,1.0,5.65,5.65,0.0337,undefined,40470300,USD,United States,buy,None
ABSI,Absci Corporation,6.14,-76.48922419928826,-2.684,9.70,-12.457528371219587,1.7151718,6.13 ,394296960,None,279262016,-386470912,3.016,21715000,1.0032679738562091,1.1576797385620914,7.085,6.12,0.0428,undefined,92591504,USD,United States,hold,-8.135
