TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACI,Armada Acquisition Corp. I,9.97,undefined,-0.203,,undefined,None,undefined,N/A,206516880,None,439863,-206033865,0.021,483034,1.0674518201284797,1.0674518201284797,9.97,9.34,0.00029999999,undefined,20709500,USD,United States,206473728,none,None,undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.68,-4.727924528301887,-0.153,25.00,-2.8142407906558855,0.37037036,undefined,-0.94,31341260,None,60516272,4665392,1.927,36677972,1.909090909090909,1.909090909090909,1.68,0.88,None,undefined,31376900,USD,China,55850880,strong_buy,-0.697,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,9.95,,-0.203,,,None,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADR,,48.22,,None,,,None,,Not Found!,,,,,,,,,47.8,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",13.03,undefined,4.68,N/A,undefined,1.9157529,-10.709663011067871,6.47,140973488,-29680500,183007008,-140959904,7.502,1721000,1.1845454545454546,1.190909090909091,13.1,11,0.052600004,-1.2166582633397691,24395100,USD,United States,323966912,buy,-2.378,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",13.95,327.11149685534593,-3.671,-105.10,23.44885282117175,None,34.147340257627114,0.47,42607104000,265500000,11232000000,2100890624,17.283,44681998336,1.1974248927038627,1.1948497854077254,13.92,11.65,0.15,0.408523764801393,649900992,USD,United States,9131109376,hold,17.753,-36.40229370884363,-2.609483419988791,Industrials,Airlines
AAME,Atlantic American Corporation,3.01,undefined,0.14,N/A,undefined,0.62851197,1.7919230679293814,,79670064,34212000,21876000,-39632944,1.074,38556000,1.4198113207547167,1.4198113207547167,3.01,2.12,0.0145000005,1.6797596134962096,20367200,USD,United States,61508944,none,11.907,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.19,-39.86289308176101,-2.01,13.00,-18.202234283909135,0.30101752,8.513521933934138,-0.22,186108000,7337375,26268000,-34487484,0.921,151050000,1.4797297297297296,1.4324324324324325,2.12,1.48,0.12560001,0.25723784081307827,28523700,USD,United States,60755484,buy,-6.126,5.101614201450149,2.3295042015754106,Technology,Semiconductors
AAON,"AAON, Inc.",79.45,23.63731656184487,1.25,12.00,0.2975118509986768,8.000813,-64.47010441816418,12.01,4337554944,-65560624,10738000,-4179254704,0.202,77966000,1.6726315789473685,1.652,78.47,47.5,0.0239,-1.2323541386667167,53199500,USD,United States,4189992704,buy,36.218,-23.30363591357188,-0.2933119687044919,Industrials,Building Products & Equipment
