TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,10.3,,-0.203,,,,,N/A,,,,,,,,,10.3,9.71,,,,,,,,,,,,
AACG,,1.39,,-0.22,,,0.3493014,,-1.17,,,,,,,,,1.39,1.06,,,,,,,,,,,,
AAME,Atlantic American Corporation,1.98,undefined,0.14,N/A,undefined,0.42039543,1.1787400911960715,,57266112,34212000,21876000,-19265744,1.074,38556000,1.0153846153846153,1.0102564102564102,1.97,1.95,0.0139,1.6797596134962096,20367200,USD,United States,41141744,none,8.559,undefined,undefined,Financial Services,Insurance—Life
AACI,,10.4,,-0.58,,,,,N/A,,,,,,,,,10.36,8.56,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",6.91,undefined,-2.43,,undefined,1.2219619,-5.094920306854441,2.27,19253600,-33142750,151174000,-27216112,6.186,1568000,1.0206794682422453,1.0,6.77,6.77,0.0678,-1.356252813356795,24437000,USD,United States,178390112,buy,-0.311,undefined,undefined,Healthcare,Biotechnology
AAOI,"Applied Optoelectronics, Inc.",4.85,-54.08652173913044,-2.63,13.00,-11.15186015239803,0.8706635,28.781045250133385,-0.49,281723072,4919875,16103000,-134838776,0.552,156227008,3.2770270270270268,3.0590540540540543,4.5274,1.48,0.1279,0.16851368523446947,29195700,USD,United States,150941776,hold,-7.718,3.4655205702566985,0.7145403237642678,Technology,Communication Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAON,"AAON, Inc.",96.39,43.727391304347826,2.23,12.00,0.4536507034375747,8.471048,-1041.1981588850174,14.80,5255496192,-5022500,2515000,-5164512200,0.046,90983000,1.8774834437086092,1.8531359563693026,95.14,51.34,0.0363,-0.09257603769029008,54252700,USD,United States,5167027200,buy,28.055,-1.8152953477530795,-0.01883281821509575,Industrials,Building Products & Equipment
AAPD,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPU,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAXJ,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ABCB,,34.36,,4.73,8.00,,0.7237905,,"Bancorp)  Altman Z-Score as of today (June 29, 2023) is ",,,,,,,,,33.54,28.33,,,,,,,,,,,,
AAPL,Apple Inc.,188.06,92.73420869565219,5.89,7.96,0.49310969209641703,47.87503,35.299028548266314,8.91,3011682762752,83796623360,55872000000,-2920784654336,3.552,109614997504,1.514536522509463,1.5108319239751953,187.6,124.17,0.0077,5.327625369147345,15728700416,USD,United States,2976656654336,buy,24.329,83.87998689894073,0.4460277937835836,Technology,Consumer Electronics
ABCL,AbCellera Biologics Inc.,6.35,-3.008260869565218,-0.17,10.00,-0.473741869222869,1.5775657,21.390908377300782,4.88,1120061440,85710376,796494976,-1111997184,2.759,83133000,1.148282097649186,1.1410488245931283,6.31,5.53,0.1399,0.2968550885262254,288728000,USD,Canada,1908492160,buy,-25.483,5.25304439261625,0.8272510854513779,Healthcare,Biotechnology
ABCM,Abcam plc,23.62,,-0.05,0.39,,7.4480147,,8.88,,31137500,89000000,-5341651904,,223900000,1.892628205128205,1.8669871794871795,23.3,12.48,,,,,,5430651904,,,,,,
ABNB,"Airbnb, Inc.",127.89,84.3126086956522,2.89,22.00,0.6592588059711643,15.197666,18.832738443796252,4.03,72345280512,2800587520,10593999872,-69845443584,16.809,2336000000,1.5613478207789038,1.5405933341472349,126.19,81.91,0.0627,6.790833971473152,412407008,USD,United States,80439443456,hold,37.506,198.1151997764559,1.5491062614469928,Consumer Cyclical,Travel Services
ABIO,"ARCA biopharma, Inc.",2.03,undefined,-0.54,N/A,undefined,0.7180946,-5.588270984072402,N/A,-11240410,-5234625,40850000,11741598,2.835,357000,1.0972972972972972,1.0818378378378377,2.0014,1.85,0.026800001,-0.36326083788453933,14410100,USD,United States,29108402,none,1.374,undefined,undefined,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,4.67,undefined,-2.19,N/A,undefined,4.181818,-4.473851184858301,-17.93,54649108,-19601500,40364000,-41696728,2.15,7319000,2.132420091324201,1.9497716894977168,4.27,2.19,0.0286,-1.0438433928704562,18778200,USD,United States,82060728,buy,-1.369,undefined,undefined,Healthcare,Biotechnology
