TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,10.6,,-0.203,,,{},,N/A,,1209261,235949,,,2201754,,,10.6,9.71,,,,,,{},,,,,,
AADR,,52.26,,{},,,{},,Not Found!,,,,,,,,,51.87,43.35,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.56,undefined,-0.59,,undefined,{},80.50021955557982,N/A,99311600,1209261,235949,-97202011,0.026,2201754,1.233644859813084,1.233644859813084,10.56,8.56,0.0031,0.13117976644410334,9218350,USD,United States,97437960,none,{},undefined,undefined,Financial Services,Shell Companies
AAL,,16.65,,2.56,109.96,,{},,0.89,,{},{},,,{},,,16.515,11.65,,,,,,10950346752,,,,,,
AACG,ATA Creativity Global,1.38,-6.988793103448277,-0.22,25.00,-5.064342828585708,0.33547905,undefined,-1.19,11648881,{},65636832,23166432,2.09,33403372,1.2212389380530975,1.1682300884955754,1.3201,1.13,{},undefined,31585900,CNY,China,42470400,strong_buy,-0.318,undefined,undefined,Consumer Defensive,Education & Training Services
AAOI,"Applied Optoelectronics, Inc.",8.43,-51.37758620689656,-2.52,13.00,-6.09461283593079,1.3388345,50.02561061002566,-0.23,388871200,4919875,16103000,-216002808,0.552,156227008,5.26875,4.9312499999999995,7.89,1.6,0.1842,0.16851368523446947,29195700,USD,United States,232105808,hold,-10.653,3.4356453929268995,0.4075498686746026,Technology,Communication Equipment
AAPB,,29.02,,{},,,{},,Not Found!,,,,,,,,,28.96,14.25,,,,,,,,,,,,
AAON,"AAON, Inc.",101.17,42.767241379310356,2.2,12.00,0.4227265135841688,8.991372,-1092.8313905425584,15.55,5616276992,-5022500,2515000,-5481890248,0.046,90983000,1.943707973102786,1.9196926032660904,99.92,52.05,0.0345,-0.09257603769029008,54252700,USD,United States,5484405248,buy,29.981,-1.799646249927622,-0.01778833893375133,Industrials,Building Products & Equipment
AAME,Atlantic American Corporation,1.87,undefined,-0.15,N/A,undefined,0.37942502,2.0620546013183363,,63601460,18470250,13548000,-26037120,0.664,40162000,1.038888888888889,1.0472222222222223,1.885,1.8,0.0036000002,0.9068625044188695,20367200,USD,United States,39585120,none,-191.571,undefined,undefined,Financial Services,Insurance—Life
AADI,"Aadi Bioscience, Inc.",5.71,undefined,-2.55,N/A,undefined,0.96417814,-4.370344606181144,1.58,-7382718,-31927750,151174000,10416880,6.186,1568000,1.0288288288288288,1.0270270270270272,5.7,5.55,0.065,-1.3065331259974629,24437000,USD,United States,140757120,buy,0.119,undefined,undefined,Healthcare,Biotechnology
AAPD,,20.17,,{},,,{},,Not Found!,,,,,,,,,19.971,19.69,,,,,,,,,,,,
AAPU,,28.94,,{},,,{},,Not Found!,,,,,,,,,28.87,15.55,,,,,,,,,,,,
AAPL,Apple Inc.,193.62,87.13137931034483,5.89,7.10,0.4500122885566823,49.203136,36.342645472271215,9.09,3091427229696,83796623360,55872000000,-3003360276480,3.552,109614997504,1.5593138439236531,1.5569171297414832,193.3224,124.17,0.0075,5.327625369147345,15728700416,USD,United States,3059232276480,buy,24.974,78.81211321945557,0.40704531153525236,Technology,Consumer Electronics
AAXJ,,68.95,,{},,,{},,Not Found!,,,,,,,,,68.54,54.39,,,,,,,,,,,,
ABCL,AbCellera Biologics Inc.,7.82,-3.1577586206896555,-0.18,10.00,-0.40380545021606845,1.8520287,26.3428194504712,5.72,1544491648,85710376,796494976,-1444034432,2.759,83133000,1.4141048824593128,1.3671066907775768,7.5601,5.53,0.122,0.2968550885262254,288728000,USD,Canada,2240529408,buy,-35.14,5.207759527162661,0.6659539037292406,Healthcare,Biotechnology
ABCB,Ameris Bancorp,40.64,73.38232758620691,4.69,8.00,1.8056675095031227,0.89150584,undefined,"Bancorp)  Altman Z-Score as of today (July 26, 2023) is ",3334136064,{},2020852992,-888688384,29.224,2530147072,1.4345217084362867,1.456053653370985,41.25,28.33,0.0388,undefined,69373904,USD,United States,2909541376,buy,{},undefined,undefined,Financial Services,Banks—Regional
ABIO,,2.03,,-0.44,N/A,,0.7053942,,N/A,,{},{},,,{},,,2.0027,1.85,,,,,,29396604,,,,,,
ABL,"Abacus Life, Inc.",6.06,undefined,-0.0,,undefined,1.9543974,undefined,,86389040,{},19722152,-360376664,1.718,37731492,1.1078610603290677,1.0530347349177331,5.7601,5.47,{},undefined,63349800,USD,United States,380098816,none,2.47,undefined,undefined,Financial Services,Insurance—Life
ABCM,Abcam plc,23.43,-0.4205603448275863,-0.05,0.37,-0.017949651934596085,7.391304,172.85941637703732,8.82,5501243904,31137500,89000000,-5300301760,0.389,223900000,1.877403846153846,1.8525641025641026,23.12,12.48,{},0.13554367179451177,229723008,GBP,United Kingdom,5389301760,buy,63.894,1.140085866981941,0.0486592346129723,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,3.5,undefined,-2.21,N/A,undefined,3.3110049,-3.9394485115935,-18.03,32678636,-19601500,40364000,-35972600,2.15,7319000,1.5981735159817352,1.5662100456621006,3.43,2.19,0.0325,-0.8884492308250161,22062600,USD,United States,76336600,buy,-0.818,undefined,undefined,Healthcare,Biotechnology
ABLLW,,0.24,,{},,,0.08566776,,,,{},19722152,,,37731492,,,0.2383,0.2383,,,,,,{},,,,,,
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABSI,Absci Corporation,2.14,-16.477241379310346,-0.96,9.60,-7.699645504350628,0.75018203,-3.6290100266735106,0.70,74937136,-54548500,144258000,-46298784,1.559,21238000,1.8938053097345136,1.7876106194690267,2.02,1.13,0.049099997,-0.5896925013353038,92503296,USD,United States,190556784,buy,-0.851,-10.121360087574054,-4.729607517557969,Healthcare,Biotechnology
