TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACI,Armada Acquisition Corp. I,9.97,undefined,-0.203,,undefined,None,undefined,N/A,206516880,None,439863,-206240937,0.021,483034,1.0674518201284797,1.068522483940043,9.98,9.34,0.00029999999,undefined,20709500,USD,United States,206680800,none,None,undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.8,-4.263175803402646,-0.153,25.00,-2.3684310018903587,0.37245107,undefined,-0.93,36186280,None,60516272,4351624,1.927,36677972,2.0454545454545454,1.8906818181818181,1.6638,0.88,None,undefined,31376900,USD,China,56164648,strong_buy,-0.805,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,9.95,,-0.203,,,None,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADR,,48.52,,None,,,None,,Not Found!,,,,,,,,,48.51,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",13.7,undefined,-8.813,N/A,undefined,1.691611,undefined,5.62,103933472,None,183007008,-145107072,8.604,1721000,1.2454545454545454,1.2181818181818183,13.4,11,0.052600004,undefined,24395100,USD,United States,328114080,buy,-1.753,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",14.93,1183.1217391304347,-14.725,-105.10,79.24459069862255,None,36.411991642636536,0.47,42737082368,265500000,11232000000,1596991488,17.283,44681998336,1.2815450643776822,1.2635193133047211,14.72,11.65,0.1496,0.4100297546624105,647513984,USD,United States,9635008512,hold,17.807,-32.944999418092806,-2.2066309054315343,Industrials,Airlines
AAME,,3.02,,0.14,N/A,,0.44155845,,,,None,None,,,None,,,2.9189,2.12,,,,,,62323632,,,,,,
AAOI,"Applied Optoelectronics, Inc.",2.205,-47.80071833648394,-2.673,13.00,-21.678330311330583,0.21053581,3.7179451337682896,-0.20,194908544,16189375,33667000,-29936404,1.207,150224992,1.489864864864865,1.4662162162162162,2.17,1.48,0.1284,0.5930695372486958,27297600,USD,United States,63603404,buy,-6.144,10.605742575373654,4.80986057840075,Technology,Semiconductors
AAON,"AAON, Inc.",78.51,25.406049149338372,1.49,12.00,0.32360271493234455,11.613575,-44.47848515534676,11.92,3450420480,-92541872,17647000,-4072785512,0.332,112165000,1.6528421052631581,1.640421052631579,77.92,47.5,0.0238,-1.765123064011597,52428000,USD,United States,4090432512,buy,34.005,-30.09718343550965,-0.38335477564016873,Industrials,Building Products & Equipment
