TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,11.13,,-0.203,,,{},,N/A,,1362990,40464,,,2201754,,,11.13,9.71,,,,,,{},,,,,,
AADR,,51.045,,{},,,{},,Not Found!,,,,,,,,,51.2885,43.35,,,,,,,,,,,,
AACG,ATA Creativity Global,1.24,-5.943548387096775,-0.2,25.00,-4.793184183142561,0.35183066,undefined,-1.30,15561979,{},56848920,17998264,1.81,33371946,1.107142857142857,1.0960714285714286,1.2276,1.12,{},undefined,31585900,CNY,China,38850656,buy,-0.49,undefined,undefined,Consumer Defensive,Education & Training Services
AADI,"Aadi Bioscience, Inc.",6.61,undefined,-2.72,N/A,undefined,1.3302239,-4.410711154188671,2.96,41406600,-36746124,134888992,-39937904,5.501,1469000,1.2986247544204323,1.3045186640471513,6.64,5.09,0.040700004,-1.4986245457771035,24519900,USD,United States,174826896,buy,-0.62,undefined,undefined,Healthcare,Biotechnology
AACI,Armada Acquisition Corp. I,10.59,undefined,-0.45,,undefined,{},62.72348403143089,N/A,87814216,1362990,40464,-85612472,0.005,2201754,1.2371495327102804,1.2394859813084111,10.61,8.56,0.0002,0.1688362845835114,8072850,USD,United States,85652936,none,{},undefined,undefined,Financial Services,Shell Companies
AAL,"American Airlines Group, Inc.",14.57,407.7316774193548,3.88,109.96,27.984329266942677,{},7.89425483483634,0.88,40048025600,1205874944,12060999680,2534981632,18.46,42582999040,1.2506437768240344,1.2377682403433476,14.42,11.65,0.1145,1.8456460178742202,653361984,USD,United States,9526018048,hold,5.359,193.95060484283724,13.311640689281896,Industrials,Airlines
AAPD,,22.17,,{},,,{},,Not Found!,,,,,,,,,21.8233,19.69,,,,,,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",14.09,-42.341129032258074,-2.22,13.00,-3.0050481924952503,2.5292056,24.057914395567042,0.23,527860736,18816876,21578000,-395775120,0.672,132085000,8.806249999999999,7.9937499999999995,12.79,1.6,0.1993,0.585670053036528,32128800,USD,United States,417353120,buy,-13.11,11.17023931799507,0.7927778082324394,Technology,Communication Equipment
AAME,Atlantic American Corporation,1.98,undefined,0.01,N/A,undefined,0.3944773,1.781487007044971,,56775576,22675750,24247000,-16557600,1.188,39959000,1.18562874251497,1.1467065868263473,1.915,1.67,0.012200001,1.1114310641447287,20402300,USD,United States,40804600,none,13.091,undefined,undefined,Financial Services,Insurance—Life
AAPB,,24.44,,{},,,{},,Not Found!,,,,,,,,,24.3008,14.25,,,,,,,,,,,,
AAON,"AAON, Inc.",60.0,32.91572580645162,1.81,12.00,0.548595430107527,7.5003085,363.8847936387029,13.93,5034563584,13456375,5237000,-4948459768,0.064,86105000,1.7291066282420748,1.7172910662824208,59.59,34.7,0.0343,0.16488735184568698,81609504,USD,United States,4953696768,buy,22.51,2.998556277516324,0.0499759379586054,Industrials,Building Products & Equipment
AAPU,,24.99,,{},,,{},,Not Found!,,,,,,,,,24.9005,15.55,,,,,,,,,,,,
AAXJ,,64.7,,{},,,{},,Not Found!,,,,,,,,,64.25,54.39,,,,,,,,,,,,
AAPL,Apple Inc.,176.38,78.69808064516128,5.97,6.36,0.446184831869607,46.368122,30.409626216992667,8.38,2839228186624,90680500224,62482001920,-2729942470656,3.996,109280002048,1.4204719336393654,1.4159627929451557,175.8201,124.17,0.0057,5.800137059936639,15634199552,USD,United States,2792424472576,buy,22.905,76.45890353364864,0.43348964470829254,Technology,Consumer Electronics
ABCL,AbCellera Biologics Inc.,5.5,-4.266935483870969,-0.26,10.00,-0.7758064516129035,1.3334948,-9.387187740215715,3.69,882688832,-169535120,795694016,-798657600,2.75,84032000,1.0242085661080074,1.004655493482309,5.395,5.37,0.13270001,-0.5859049751862757,289356000,USD,Canada,1594351616,buy,-10.236,-9.615456649226381,-1.7482648453138874,Healthcare,Biotechnology
