TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACI,Armada Acquisition Corp. I,9.98,undefined,-0.085,,undefined,226.81818,undefined,N/A,206723984,None,439863,-206240937,0.021,483034,1.0246406570841888,1.0236139630390144,9.97,9.74,0.0001,undefined,20709500,USD,United States,206680800,none,None,undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.72,-10.117587719298246,-0.313,25.00,-5.882318441452469,0.28215224,undefined,-0.96,35109260,None,60516272,6548004,1.927,36677972,1.9545454545454546,1.9545454545454546,1.72,0.88,None,undefined,31376900,USD,China,53968268,strong_buy,-0.781,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,9.95,,-0.085,,,226.13637,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADR,,49.17,,None,,,None,,Not Found!,,,,,,,,,49.215,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",13.17,undefined,-8.896,N/A,undefined,1.8430883,-5.8679847281492865,6.49,149944784,-46894120,118737000,-159571064,5.65,1768000,1.1972727272727273,1.2045454545454546,13.25,11,0.0509,-2.2443821192686895,20894000,USD,United States,278308064,buy,-2.615,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",14.42,1372.525,-14.725,-105.10,95.18203883495147,None,35.16817946998117,0.47,42737082368,265500000,11232000000,1843047424,17.283,44681998336,1.2377682403433476,1.2326180257510728,14.36,11.65,0.1496,0.4100297546624105,647513984,USD,United States,9388952576,hold,17.807,-38.21908923721732,-2.6504222771995365,Industrials,Airlines
AAME,Atlantic American Corporation,2.88,undefined,0.558,N/A,undefined,0.410038,1.6134809072164948,,85312416,36375000,15910000,-43442672,0.78,38748000,1.3584905660377358,1.3396226415094339,2.84,2.12,0.0128999995,1.7849606940614173,20378600,USD,United States,59352672,none,13.769,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.18,-55.45302631578949,-2.673,13.00,-25.43716803476582,0.1978856,3.6757915608230713,-0.22,194908544,16189375,33667000,-26114744,1.207,150224992,1.472972972972973,1.4257432432432433,2.1101,1.48,0.1284,0.5930695372486958,27297600,USD,United States,59781744,buy,-6.144,12.303591715729524,5.643849410885102,Technology,Semiconductors
AAON,"AAON, Inc.",78.41,29.47324561403509,1.49,12.00,0.3758863105985855,11.693956,-44.42183188168054,11.98,3450420480,-92541872,17647000,-4101096552,0.332,112165000,1.650736842105263,1.6511578947368422,78.43,47.5,0.0238,-1.765123064011597,52428000,USD,United States,4118743552,buy,34.005,-34.915372889001326,-0.445292346499188,Industrials,Building Products & Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,26.2828,,None,,,None,,Not Found!,,,,,,,,,26.69,23.4,,,,,,,,,,,,
AAPL,Apple Inc.,151.07,74.82515526315791,4.449,8.93,0.4953012197203807,35.72359,29.73814988142703,6.86,2519678320640,83344621568,48230998016,-2381720936448,3.001,119691001856,1.1707222566646,1.140111593304402,147.12,129.04,0.0068,5.080006678369417,16406400000,USD,United States,2429951934464,buy,19.448,85.43769126699722,0.565550349288391,Technology,Consumer Electronics
AAPU,,21.22,,None,,,None,,Not Found!,,,,,,,,,20.41,17.95,,,,,,,,,,,,
AATC,Autoscope Technologies Corporat,4.9066,14.767500000000004,0.537,20.00,3.0097215994782545,1.3004951,-13.354951058644712,5.96,22214236,-1973750,2605000,-24202376,0.483,1712000,1.2453299492385788,1.2284263959390862,4.84,3.94,0.001,-0.3673993246739709,5372220,USD,United States,26807376,none,17.234,-10.103481428534202,-2.0591614210520937,Technology,Scientific & Technical Instruments
AAWW,Atlas Air Worldwide Holdings,100.92,240.9868421052632,13.5,10.00,2.3878997434132305,1.224783,11.56587358900052,2.03,4510422016,253291376,606566976,-2315421888,21.417,2269519104,1.7192504258943782,1.7148211243611582,100.66,58.7,0.1689,8.725670328610356,29028300,USD,United States,2921988864,hold,4.434,155.76086946247435,1.5434093287997854,Industrials,Airports & Air Services
AAXJ,,63.44,,None,,,None,,Not Found!,,,,,,,,,63.02,54.39,,,,,,,,,,,,
ABCB,Ameris Bancorp,52.67,84.1109210526316,5.283,8.00,1.5969417325352495,1.3414266,undefined,"Bancorp)  Altman Z-Score as of today (November 25, 2022) is ",3083767296,None,1331168000,-2377602560,19.167,853486976,1.3780743066457353,1.3745709052851909,52.5361,38.22,0.0339,undefined,69635200,USD,United States,3708770560,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCL,AbCellera Biologics Inc.,14,11.495964912280703,0.644,10.00,0.8211403508771931,3.9870245,15.034104397790692,9.96,2076904064,262212752,1022267008,-2784708224,3.585,36782000,2.5830258302583027,2.470479704797048,13.39,5.42,0.1284,0.9312160957228249,281580992,USD,Canada,3806975232,buy,7.249,16.623024164876746,1.1873588689197676,Healthcare,Biotechnology
ABCM,Abcam plc,16.08,0.8302008771929826,0.097,0.37,0.051629407785633255,5.652174,undefined,30.12,3718464000,None,109600000,-3573155328,0.479,229900000,1.2822966507177034,1.2599681020733653,15.8,12.54,None,undefined,228884000,USD,United Kingdom,3682755328,buy,48.104,undefined,undefined,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,3.94,undefined,-0.909,N/A,undefined,3.6551077,-9.297449275601172,-30.04,14204154,-62132624,20096000,-551714240,3.377,8535000,14.592592592592592,13.888888888888888,3.75,0.27,0.1033,-0.42377214257458157,146618000,USD,United States,571810240,buy,-0.285,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.01,undefined,-0.099,,undefined,None,undefined,N/A,192355472,None,196726,-193515930,0.01,0,1.031958762886598,1.031958762886598,10.01,9.7,0.0004,undefined,15566300,USD,United States,193712656,none,None,undefined,undefined,Financial Services,Shell Companies
ABIO,"ARCA biopharma, Inc.",2.1,undefined,-2.067,N/A,undefined,0.42692935,-2.9003891311640393,N/A,-15884801,-10433500,46437000,16463994,3.223,435000,1.2280701754385965,1.192982456140351,2.04,1.71,0.0039,-0.7240407769550523,14410100,USD,United States,29973006,none,0.942,undefined,undefined,Healthcare,Biotechnology
ABMD,"ABIOMED, Inc.",377.78,127.98500000000003,4.94,18.35,0.33878183069511364,12.8725605,76.85659587209808,68.13,11320101888,223637872,844321024,-16357373696,18.572,0,1.7183534227882646,1.714851034796452,377.01,219.85,0.0558,4.915388142205615,45497500,USD,United States,17201694720,hold,40.536,127.34735857898498,0.3370939662739822,Healthcare,Medical Devices
ABOS,"Acumen Pharmaceuticals, Inc.",6.36,-364.8016842105264,-9.312,32.10,-57.35875537901358,1.0735346,-15.243773053005627,N/A,96613088,-16885000,189911008,-60600144,4.689,167000,2.1059602649006623,1.9867549668874172,6,3.02,0.0437,-0.4172195412438257,40470300,USD,United States,250511152,strong_buy,None,-16.344758519253737,-2.5699305847883234,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",96.63,-414.3262894736843,-7.886,45.95,-4.287760420921912,13.735058,14.587746905219463,4.39,64148041728,2297380352,9895479296,-52162963456,15.474,2381308928,1.1144043362933918,1.1168262022834738,96.84,86.71,0.0465,6.624052406984522,346824000,USD,United States,62058442752,buy,47.434,348.0242271195948,3.601616755868724,Consumer Cyclical,Travel Services
ABST,Absolute Software Corporation,10.2,undefined,-0.137,N/A,undefined,28.753542,10.133205447765658,0.23,823169408,50149000,64029000,-441650072,1.254,277140992,1.5022091310751104,1.4904270986745212,10.12,6.79,None,1.0065916508432255,49820600,USD,Canada,505679072,buy,61.28,undefined,undefined,Technology,Software—Application
ABSI,Absci Corporation,2.2,-64.74561403508774,-2.684,16.50,-29.429824561403517,0.53435117,-2.791375355106707,1.08,104353552,-72975248,206020992,-1383984,2.219,23488000,1.0891089108910892,1.0495049504950495,2.12,2.02,0.105500005,-0.7881419444272122,92591504,USD,United States,207404976,hold,-1.12,-19.01219602784942,-8.641907285386099,Healthcare,Biotechnology
