TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,9.95,,-0.203,,,None,,N/A,,719172,177578,,,251754,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACG,ATA Creativity Global,1.45,-5.000487804878049,-0.153,25.00,-3.448612279226241,0.32337752,undefined,-1.06,19870424,None,59858096,14675360,1.906,31832612,1.6477272727272727,1.5227272727272727,1.34,0.88,None,undefined,31376900,USD,China,45182736,strong_buy,-0.488,undefined,undefined,Consumer Defensive,Education & Training Services
AAL,"American Airlines Group, Inc.",12.56,345.96936585365853,-3.671,-105.10,27.545331676246697,None,30.744845421920903,0.46,41710239744,265500000,11232000000,2971758592,17.283,44681998336,1.0781115879828327,1.0583519313304721,12.3298,11.65,0.15,0.408523764801393,649900992,USD,United States,8260241408,hold,17.379,-38.50087383396543,-3.0653561969717695,Industrials,Airlines
AADR,,47.91,,None,,,None,,Not Found!,,,,,,,,,48.2,43.35,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.06,undefined,-0.203,,undefined,None,289.69088062382855,N/A,208411744,719172,177578,-208160006,0.009,251754,1.0275791624106232,1.0265577119509706,10.05,9.79,0.0004,0.03472667133441174,20709500,USD,United States,208337584,none,None,undefined,undefined,Financial Services,Shell Companies
AADI,"Aadi Bioscience, Inc.",12.62,undefined,4.71,N/A,undefined,1.8061166,-10.37267438217011,6.03,124140864,-29680500,183007008,-122419648,7.502,1721000,1.1472727272727272,1.1268181818181817,12.395,11,0.0589,-1.2166582633397691,24395100,USD,United States,305426656,buy,-2.094,undefined,undefined,Healthcare,Biotechnology
AAON,"AAON, Inc.",76.62,25.000000000000004,1.25,12.00,0.32628556512659884,7.7062173,-62.1736866018847,11.66,4102944768,-65560624,10738000,-4024976048,0.202,77966000,1.6130526315789475,1.5901052631578947,75.53,47.5,0.0139,-1.2323541386667167,53199500,USD,United States,4035714048,buy,34.259,-24.64708277333434,-0.3216794932567781,Industrials,Building Products & Equipment
AAME,Atlantic American Corporation,2.4999,undefined,0.14,N/A,undefined,0.5036421,1.4882486636267975,,66227696,34212000,21876000,-27412624,1.074,38556000,1.179198113207547,1.1367924528301887,2.41,2.12,0.0139,1.6797596134962096,20367200,USD,United States,49288624,none,9.898,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2,-42.16097560975609,-2.01,13.00,-21.080487804878047,0.27557942,7.774905875738939,-0.23,180403248,7337375,26268000,-29353216,0.921,151050000,1.3513513513513513,1.2635135135135136,1.87,1.48,0.119799994,0.25723784081307827,28523700,USD,United States,55621216,buy,-5.938,5.395720563396276,2.697860281698138,Technology,Semiconductors
