TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACG,ATA Creativity Global,1.36,-10.80473068,-0.313,25,-7.944654911,0.22473752,undefined,-1.07,35109260,None,60516272,17529920,1.927,36677972,1.545454545,1.48875,1.3101,0.88,None,undefined,31376900,USD,China,42986352,strong_buy,-0.781,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,10.13,,-0.085,,,230.22728,,N/A,,None,439863,,,483034,,,10.13,9.82,,,,,,None,,,,,,
AACI,Armada Acquisition Corp. I,10.09,undefined,-0.085,,undefined,230.22728,undefined,N/A,206723984,None,439863,-209347369,0.021,483034,1.030643514,1.034729316,10.13,9.79,0.0001,undefined,20709500,USD,United States,209787232,none,None,undefined,undefined,Financial Services,Shell Companies
AAL,"American Airlines Group, Inc.",16.28,1465.740984,-14.725,-105.1,90.03322995,None,39.70443563,0.48,42737082368,265500000,11232000000,651621376,17.283,44681998336,1.397424893,1.385407725,16.14,11.65,0.1496,0.410029755,647513984,USD,United States,10580378624,hold,17.807,-40.81476509,-2.507049453,Industrials,Airlines
AADR,,49.88,,None,,,None,,Not Found!,,,,,,,,,49.9,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",12.57,undefined,-8.896,N/A,undefined,1.771136,-5.600650572,6.19,149944784,-46894120,118737000,-148706200,5.65,1768000,1.142727273,1.131818182,12.45,11,0.0509,-2.244382119,20894000,USD,United States,267443200,buy,-2.615,undefined,undefined,Healthcare,Biotechnology
AAME,Atlantic American Corporation,2.47,undefined,0.558,N/A,undefined,0.35196394,1.383783973,,85312416,36375000,15910000,-35036500,0.78,38748000,1.176190476,1.128571429,2.37,2.1,0.0129,1.784960694,20378600,USD,United States,50946500,none,13.769,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.29,-59.21915691,-2.673,13,-25.85989385,0.19969277,3.861267282,-0.21,194908544,16189375,33667000,-26660696,1.207,150224992,1.547297297,1.472972973,2.18,1.48,0.1284,0.593069537,27297600,USD,United States,60327696,buy,-6.144,13.13919865,5.737641331,Technology,Semiconductors
AAON,"AAON, Inc.",73.11,31.47494145,1.49,12,0.430514861,10.906519,-41.41920838,11.34,3450420480,-92541872,17647000,-3823752296,0.332,112165000,1.539157895,1.531789474,72.76,47.5,0.0238,-1.765123064,52428000,USD,United States,3841399296,buy,34.005,-37.28667456,-0.510007859,Industrials,Building Products & Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,29.0172,,None,,,None,,Not Found!,,,,,,,,,28.46,23.4,,,,,,,,,,,,
AAPU,,17.63,,None,,,None,,Not Found!,,,,,,,,,17.4473,15.55,,,,,,,,,,,,
AAPL,Apple Inc.,135.27,79.90695738,4.449,8.93,0.590721944,33.25374,26.62791775,6.52,2.51968E+12,83344621568,48230998016,-2.21372E+12,3.001,1.19691E+11,1.089393573,1.080937424,134.22,124.17,0.0068,5.080006678,16406400000,USD,United States,2.26195E+12,buy,19.448,91.2402511,0.674504702,Technology,Consumer Electronics
AAWW,Atlas Air Worldwide Holdings,101.78,257.35363,13.5,10,2.528528493,1.2414523,11.66443335,2.04,4510422016,253291376,606566976,-2355190464,21.417,2269519104,1.733901193,1.733390119,101.75,58.7,0.1689,8.725670329,29028300,USD,United States,2961757440,hold,4.434,166.3394765,1.634304151,Industrials,Airports & Air Services
AAXJ,,70.57,,None,,,None,,Not Found!,,,,,,,,,70.94,54.39,,,,,,,,,,,,
ABCB,Ameris Bancorp,46.92,89.82337237,5.283,8,1.914394125,1.2144873,undefined,"Bancorp)  Altman Z-Score as of today (January 22, 2023) is ",3083767296,None,1331168000,-2026641408,19.167,853486976,1.227629513,1.230769231,47.04,38.22,0.0339,undefined,69635200,USD,United States,3357809408,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,15.78,0.886584543,0.097,0.37,0.056184065,5.8303638,undefined,31.03,3718464000,None,109600000,-3689257472,0.479,229900000,1.258373206,1.244019139,15.6,12.54,None,undefined,228884000,USD,United Kingdom,3798857472,buy,48.104,undefined,undefined,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,2.54,undefined,-0.909,N/A,undefined,2.39925,-5.993787096,-30.63,14204154,-62132624,20096000,-355246080,3.377,8535000,1.085470085,1.068376068,2.5,2.34,0.1033,-0.423772143,146618000,USD,United States,375342080,buy,-0.285,undefined,undefined,Healthcare,Biotechnology
ABCL,AbCellera Biologics Inc.,10.16,12.27672131,0.644,10,1.208338712,3.049248,10.91046433,8.15,2076904064,262212752,1022267008,-1889280384,3.585,36782000,1.874538745,1.854243542,10.05,5.42,0.1284,0.931216096,281580992,USD,Canada,2911547392,buy,7.249,17.75198834,1.747242946,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.14,undefined,-0.099,,undefined,None,undefined,N/A,192355472,None,196726,-195835850,0.01,0,1.045360825,1.045360825,10.14,9.7,0.0004,undefined,15566300,USD,United States,196032576,none,None,undefined,undefined,Financial Services,Shell Companies
ABIO,"ARCA biopharma, Inc.",2.29,undefined,-2.067,N/A,undefined,0.47206485,-3.162805291,N/A,-15884801,-10433500,46437000,13295210,3.223,435000,1.339181287,1.30994152,2.24,1.71,0.0039,-0.724040777,14410100,USD,United States,33141790,none,0.942,undefined,undefined,Healthcare,Biotechnology
ABOS,"Acumen Pharmaceuticals, Inc.",5.57,-389.5774426,-9.312,32.1,-69.94209024,0.9920222,-13.35028552,N/A,96613088,-16885000,189911008,-41579104,4.689,167000,1.844370861,1.801324503,5.44,3.02,0.0437,-0.417219541,40470300,USD,United States,231490112,strong_buy,None,-17.45482409,-3.133720662,Healthcare,Biotechnology
ABST,Absolute Software Corporation,11.21,undefined,-0.137,N/A,undefined,32.521248,11.13659148,0.29,823169408,50149000,64029000,-507911480,1.254,277140992,1.65095729,1.60544919,10.901,6.79,None,1.006591651,49820600,USD,Canada,571940480,buy,61.28,undefined,undefined,Technology,Software—Application
ABNB,"Airbnb, Inc.",99.1,-442.4655457,-7.886,45.95,-4.464839008,14.2427225,14.96063043,4.52,64148041728,2297380352,9895479296,-54456715264,15.474,2381308928,1.209864485,1.197786595,98.1107,81.91,0.0465,6.624052407,346824000,USD,United States,64352194560,buy,47.434,371.6605329,3.750358556,Consumer Cyclical,Travel Services
ABSI,Absci Corporation,2.36,-69.14285714,-2.684,16.5,-29.29782082,0.6416985,-2.994384472,1.62,104353552,-72975248,206020992,-43050160,2.219,23488000,1.216494845,1.216494845,2.36,1.94,0.105500005,-0.788141944,92591504,USD,United States,249071152,hold,-1.12,-20.30342246,-8.603145108,Healthcare,Biotechnology
ABVC,"ABVC Biopharma, Inc.",0.7801,undefined,-0.5,N/A,undefined,5.4929576,-4.01934067,-9.16,22679090,-5552700,2993368,-19321964,0.093,3085793,1.5602,1.5202,0.7601,0.5,0.0015,-0.194086559,28609400,USD,United States,22315332,buy,-1.361,undefined,undefined,Healthcare,Biotechnology
ACAB,,10.25,,None,,,None,,N/A,,None,295028,,,0,,,10.25,9.87,,,,,,None,,,,,,
