TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,9.7,,-0.203,,,None,,N/A,,None,439863,,,483034,,,9.7,9.7,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,9.9,undefined,-0.203,,undefined,None,undefined,N/A,205495904,None,439863,-204791273,0.021,483034,1.0599571734475375,1.0610278372591007,9.91,9.34,0.0001,undefined,20709500,USD,United States,205231136,none,None,undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.94,-4.849935483870968,-0.153,25.00,-2.4999667442633853,0.36100706,undefined,-0.95,40761260,None,60516272,5692700,1.927,36677972,2.2045454545454546,1.9324999999999999,1.7006,0.88,None,undefined,31598600,USD,China,54823572,strong_buy,-0.907,undefined,undefined,Consumer Defensive,Education & Training Services
AAL,"American Airlines Group, Inc.",12.71,335.55308387096767,-3.671,-105.10,26.400714702672513,None,-10.851756216356117,0.35,40602542080,-761124992,12522000384,4587380736,19.269,44864999424,1.0716694772344015,1.0,11.86,11.86,0.1345,-1.171238990868877,649846016,USD,United States,7934619648,hold,43.659,107.0588001460016,8.423194346656302,Industrials,Airlines
AAME,Atlantic American Corporation,2.93,undefined,0.13,N/A,undefined,0.55181444,1.6430956701030928,,86128352,36375000,15910000,-44265576,0.78,38748000,1.3820754716981132,1.3632075471698113,2.89,2.12,0.0123000005,1.7832193543642916,20398500,USD,United States,60175576,none,13.901,undefined,undefined,Financial Services,Insurance—Life
AADR,,47.1294,,None,,,None,,Not Found!,,,,,,,,,44.99,44.99,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",12.29,undefined,-8.813,N/A,undefined,2.5671756,-5.508078027693023,4.15,141327872,-46894120,118737000,-160366104,5.65,1768000,1.1172727272727272,1.1454545454545455,12.6,11,0.048299998,-2.231268318678391,21016800,USD,United States,279103104,buy,-2.464,undefined,undefined,Healthcare,Biotechnology
AAOI,"Applied Optoelectronics, Inc.",3.01,-40.8916129032258,-2.01,13.00,-13.585253456221196,0.35894206,5.184093147511871,-0.10,200485104,16189375,33667000,-54246944,1.207,150224992,2.0337837837837838,1.837837837837838,2.72,1.48,0.1512,0.5806222832714074,27882800,USD,United States,87913944,buy,-6.32,11.812229676876374,3.9243287963044433,Technology,Semiconductors
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
