TICKER SYMBOL,NAME,SHARES HELD,PAID PRICE,LIST PRICE,INTRINSIC VALUE,PAID VALUE,MARKET VALUE,INTRINSIC VALUE POSITION,PERCENT OWNERSHIP,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
SAH,"Sonic Automotive, Inc.",48,53.03,51.36,200.8779874213837,2545.44,2465.2799999999997,9642.143396226416,1.95532091704551e-06,9.15,15.30,3.9111757675503056,1.704448,5.913043987216178,3.94,4812183040,213224496,171000000,-1715683008,4.675,3096499968,1.5030728709394205,1.4695639449809774,50.215,34.17,0.39290002,8.685881605318473,24548400,USD,United States,hold,6.594,190.68878861822864,3.7127879403860717,Consumer Cyclical,Auto & Truck Dealerships
CIVI,"Civitas Resources, Inc.",69,199.5,67.23,335.77903563941305,13765.5,4638.87,23168.7534591195,8.10707924258731e-07,15.49,15.00,4.994482160336354,1.0811598,4.447364716646519,2.69,5419791872,1286604416,682137984,-4998156416,8.015,421635008,1.5220738057505094,1.4421553090332806,63.7,44.17,0.0987,15.116817325180824,85110800,USD,United States,buy,2.283,327.689499250251,4.87415587163842,Energy,Oil & Gas E&P
RRR,"Red Rock Resorts, Inc.",18,87.22,43.48,16.85283018867925,1569.96,782.64,303.3509433962265,3.1034268729181176e-07,3.48,-3.25,0.3875995903560085,76.57801,2.7363347224948824,1.49,5243363840,921618752,101096000,-2403941312,1.757,2883237120,1.4034408185662177,1.3884316193796198,43.015,30.981,0.0525,15.88986889745588,58000400,USD,United States,buy,7.339,76.95093742793101,1.7698007688116608,Consumer Cyclical,Resorts & Casinos
LPG,Dorian LPG Ltd.,9,167.14,19.35,52.24192872117402,1504.2599999999998,174.15,470.1773584905662,2.2304556325200432e-07,2.41,15.00,2.6998412775800524,0.9348123,7.6100095957706095,1.46,1276815872,102599368,141286752,-630618272,3.501,646196928,1.796657381615599,1.7455896007428042,18.8,10.77,0.0829,2.542703758317741,40350500,USD,United States,buy,7.368,55.11856784277871,2.848504798076419,Energy,Oil & Gas Midstream
F,Ford Motor Company,74,21.62,13.91,45.66406708595389,1599.88,1029.34,3379.1409643605875,1.8735885093096243e-08,2.24,13.60,3.282822939320912,1.3351785,8.17171917570678,1.23,153998704640,6723125248,31977000960,-24269651968,7.954,129764999168,1.3110273327049953,1.3025541941564562,13.8201,10.61,0.0354,1.702212190716516,3949639936,USD,United States,hold,9.231,34.70086235330693,2.494670190748162,Consumer Cyclical,Auto Manufacturers
GEO,Geo Group Inc (The) REIT,128,7.78,9.68,11.705660377358495,995.84,1239.04,1498.3245283018873,1.031010873942811e-06,0.54,15.00,1.2092624356775306,1.0616401,7.0089339453530695,1.25,3196891392,171462880,91645000,-1125025080,0.76,2108448000,1.8579654510556622,1.8637236084452977,9.71,5.21,0.31120002,1.38109448248087,124150000,USD,United States,buy,6.559,29.93819066845325,3.092788292195584,Real Estate,REIT—Healthcare Facilities
TSQ,"Townsquare Media, Inc.",17,57.81,7.8,10.400419287211742,982.77,132.6,176.80712788259962,1.3112933208889026e-06,0.55,12.00,1.3333870881040695,2.2006288,3.0061140431903515,0.59,686799040,33638624,27046000,-105708928,1.571,578201024,1.092436974789916,1.0714285714285716,7.65,7.14,0.0041,2.5947119397113614,12964300,USD,United States,strong_buy,6.204,49.06562200460478,6.290464359564716,Communication Services,Advertising Agencies
AAL,"American Airlines Group, Inc.",8,1.14,13.95,327.11149685534593,9.12,111.6,2616.8919748427675,1.2309567300983594e-08,-3.671,-105.10,23.44885282117175,None,34.147340257627114,0.47,42581106688,265500000,11232000000,2100890624,17.283,44681998336,1.1974248927038627,1.1948497854077254,13.92,11.65,0.15,0.408523764801393,649900992,USD,United States,hold,17.742,-36.40229370884363,-2.609483419988791,Industrials,Airlines
X,United States Steel Corporation,17,57.81,23.73,184.62012578616356,982.77,403.41,3138.5421383647804,7.25661550633214e-08,12.13,8.00,7.780030585173348,0.5290566,3.030983717262952,2.84,6335718912,1834125056,3364000000,-2157720320,14.36,4084999936,1.4460694698354661,1.412553321145643,23.18,16.41,0.097200006,7.829141365836414,234268992,USD,United States,hold,1.188,119.16051638568634,5.021513543433895,Basic Materials,Steel
HA,"Hawaiian Holdings, Inc.",8,1.20,14.16,414.29809643605876,9.6,113.28,3314.38477148847,1.556078138463723e-07,-4.039,-119.70,29.25834014378946,2.0979435,-2.6249834276251938,0.71,1469958784,-277328992,1427838976,698826752,27.773,2168784896,1.109717868338558,1.0995297805642632,14.03,12.76,0.0964,-5.394319770167259,51411300,USD,United States,hold,-3.349,553.3192404921251,39.076217548878894,Industrials,Airlines
