TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,10.3,,-0.203,,,{},,N/A,,1209261,235949,,,2201754,,,10.3,9.71,,,,,,{},,,,,,
AACG,ATA Creativity Global,1.51,-6.72913043478261,-0.21,25.00,-4.456377771379212,0.3692615,undefined,-1.14,14672701,{},65636832,18889700,2.09,33403372,1.336283185840708,1.3008849557522124,1.47,1.13,{},undefined,31585900,CNY,China,46747132,strong_buy,-0.4,undefined,undefined,Consumer Defensive,Education & Training Services
AADR,,50.56,,{},,,{},,Not Found!,,,,,,,,,50.3878,43.35,,,,,,,,,,,,
AAL,"American Airlines Group, Inc.",18.45,307.0689217391305,2.71,109.96,16.643301991280786,{},4.625477747893975,0.79,42658312192,2604124928,12316000256,473066496,18.865,42929000448,1.5836909871244633,1.5416309012875538,17.96,11.65,0.1181,3.9887771611052423,652862976,USD,United States,11842933760,hold,6.624,451.9666058738955,24.496835006715205,Industrials,Airlines
AAME,Atlantic American Corporation,1.86,undefined,-0.14,N/A,undefined,0.35595542,2.0510275713647625,,64009552,18470250,13548000,-23588556,0.664,40162000,1.0276243093922652,1.0,1.81,1.81,0.0036000002,0.9068625044188695,20367200,USD,United States,37136556,none,-192.8,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",10.66,-41.54173913043479,-2.02,13.00,-3.8969736520107685,1.5392388,63.25895718895297,-0.13,406972544,4919875,16103000,-250745704,0.552,156227008,6.6625,5.50625,8.81,1.6,0.1842,0.16851368523446947,29195700,USD,United States,266848704,hold,-11.149,3.4655205702566985,0.3250957382980017,Technology,Communication Equipment
AAPB,,28.31,,{},,,{},,Not Found!,,,,,,,,,28.15,14.25,,,,,,,,,,,,
AAON,"AAON, Inc.",97.4,43.139130434782615,2.2,12.00,0.44290688331398986,8.845504,-1052.1081095072175,15.33,5483900416,-5022500,2515000,-5392915912,0.046,90983000,1.897156213478769,1.8831320607713284,96.68,51.34,0.0345,-0.09257603769029008,54252700,USD,United States,5395430912,buy,29.274,-1.8152953477530795,-0.018637529237711288,Industrials,Building Products & Equipment
AAPD,,20.47,,{},,,{},,Not Found!,,,,,,,,,20.4018,20.0,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.46,undefined,-0.58,,undefined,{},79.7379068703944,N/A,97744480,1209261,235949,-96187995,0.026,2201754,1.22196261682243,1.22196261682243,10.46,8.56,0.0031,0.13117976644410334,9218350,USD,United States,96423944,none,{},undefined,undefined,Financial Services,Shell Companies
AADI,"Aadi Bioscience, Inc.",6.08,undefined,-2.25,N/A,undefined,0.9608302,-4.653536813586927,1.57,-9337677,-31927750,151174000,2596976,6.186,1568000,1.0704225352112677,1.0,5.68,5.68,0.065,-1.3065331259974629,24437000,USD,United States,148577024,buy,0.151,undefined,undefined,Healthcare,Biotechnology
AAPU,,28.28,,{},,,{},,Not Found!,,,,,,,,,28.0895,15.55,,,,,,,,,,,,
AAXJ,,69.23,,{},,,{},,Not Found!,,,,,,,,,68.82,54.39,,,,,,,,,,,,
ABCB,Ameris Bancorp,37.2,74.0204347826087,4.69,8.00,1.989796633941094,0.7758694,undefined,"Bancorp)  Altman Z-Score as of today (July 15, 2023) is ",3033326848,{},2020852992,-511294464,29.224,2530147072,1.3130956583127429,1.2799152841510766,36.26,28.33,0.0388,undefined,69373904,USD,United States,2532147456,buy,{},undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,23.89,-0.4251739130434784,-0.05,0.39,-0.017797149980890683,7.5299306,176.25315651930953,8.97,5608891392,31137500,89000000,-5401379776,0.389,223900000,1.9142628205128205,1.905448717948718,23.78,12.48,{},0.13554367179451177,229723008,GBP,United Kingdom,5490379776,buy,65.144,1.1525926665030701,0.04824582111775095,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,3.99,undefined,-2.21,N/A,undefined,3.712919,-4.4909713032165905,-17.87,39814348,-19601500,40364000,-45238888,2.15,7319000,1.8219178082191783,1.7579908675799087,3.85,2.19,0.0325,-0.8884492308250161,22062600,USD,United States,85602888,buy,-0.997,undefined,undefined,Healthcare,Biotechnology
ABIO,"ARCA biopharma, Inc.",2.02,undefined,-0.54,N/A,undefined,0.7180946,-5.560742555579435,N/A,-11384511,-5234625,40850000,11741598,2.835,357000,1.0918918918918918,1.0918918918918918,2.02,1.85,0.026500002,-0.36326083788453933,14410100,USD,United States,29108402,none,1.391,undefined,undefined,Healthcare,Biotechnology
ABL,"Abacus Life, Inc.",8.0,undefined,-0.0,,undefined,2.456026,undefined,,104988336,{},19722152,-457935352,1.718,37731492,1.1157601115760112,1.0320781032078103,7.4,7.17,{},undefined,63349800,USD,United States,477657504,none,3.002,undefined,undefined,Financial Services,Insurance—Life
ABLLW,,0.3153,,{},,,0.12618893,,,,{},19722152,,,37731492,,,0.3169,0.3169,,,,,,{},,,,,,
ABNB,"Airbnb, Inc.",140.09,83.8601739130435,3.12,19.60,0.5986164173962703,17.06835,20.62927772766766,4.43,82082717696,2800587520,10593999872,-77698417664,16.809,2336000000,1.7102917836649982,1.705408375045782,139.69,81.91,0.0634,6.790833971473152,412407008,USD,United States,88292417536,hold,42.554,182.525807007161,1.3029181740820972,Consumer Cyclical,Travel Services
AAPL,Apple Inc.,190.54,93.04909565217393,5.91,7.96,0.4883441568813579,48.23931,35.76452674458505,8.96,3050689789952,83796623360,55872000000,-2943433895936,3.552,109614997504,1.5345091406942095,1.5271804783764193,189.63,124.17,0.0075,5.327625369147345,15728700416,USD,United States,2999305895936,buy,24.644,83.87998689894073,0.44022245669644555,Technology,Consumer Electronics
ABCL,AbCellera Biologics Inc.,7.42,-3.539130434782609,-0.2,10.00,-0.4769717567092465,1.7088305,24.99536065505068,5.36,1353931136,85710376,796494976,-1270797440,2.759,83133000,1.341772151898734,1.2730560578661845,7.04,5.53,0.122,0.2968550885262254,288728000,USD,Canada,2067292416,buy,-30.804,5.25304439261625,0.7079574653121631,Healthcare,Biotechnology
