TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,,10.79,,-0.59,,,{},,N/A,,{},{},,,{},,,10.7399,8.56,,,,,,99466000,,,,,,
AACIU,,10.65,,-0.203,,,{},,N/A,,{},{},,,{},,,10.65,9.71,,,,,,{},,,,,,
AADR,,50.18,,{},,,{},,Not Found!,,,,,,,,,49.57,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",5.68,undefined,-2.55,N/A,undefined,1.0876865,-3.777327916272203,1.99,5852805,-36746124,134888992,-7578720,5.501,1469000,1.1159135559921414,1.0972495088408645,5.585,5.09,0.0679,-1.5037084748537055,24437000,USD,United States,142467712,buy,-0.088,undefined,undefined,Healthcare,Biotechnology
AACG,ATA Creativity Global,1.27,-6.345988258317026,-0.22,25.00,-4.996841148281122,0.3575515,undefined,-1.29,16786580,{},56848920,17366544,1.81,33371946,1.1339285714285714,1.0892857142857142,1.22,1.12,{},undefined,31585900,CNY,China,39482376,buy,-0.529,undefined,undefined,Consumer Defensive,Education & Training Services
AAL,"American Airlines Group, Inc.",15.05,261.1220039138943,2.56,109.96,17.35029926338168,{},8.148098472141402,0.88,40355102720,1205874944,12060999680,2234435584,18.46,42582999040,1.2918454935622319,1.2703862660944205,14.8,11.65,0.109799996,1.8470567153129542,652862976,USD,United States,9826564096,hold,5.4,188.40123079888048,12.518354205905679,Industrials,Airlines
AAME,Atlantic American Corporation,1.87,undefined,-0.15,N/A,undefined,0.35502955,1.679620916617973,,51301644,22675750,24247000,-12481460,1.188,39959000,1.1197604790419162,1.0299401197604792,1.72,1.67,0.0123000005,1.11334645901253,20367200,USD,United States,36728460,none,11.829,undefined,undefined,Financial Services,Insurance—Life
AAPD,,22.46,,{},,,{},,Not Found!,,,,,,,,,22.32,19.69,,,,,,,,,,,,
AAPB,,23.97,,{},,,{},,Not Found!,,,,,,,,,23.4,14.25,,,,,,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",12.93,-46.65205479452055,-2.52,13.00,-3.6080475479134226,2.4922118,20.06179989707112,0.21,529145888,18816876,21578000,-352126960,0.672,132085000,8.081249999999999,7.4125,11.86,1.6,0.1894,0.6445084721380203,29195700,USD,United States,373704960,buy,-13.142,11.931604983220494,0.9227846081377026,Technology,Communication Equipment
AAON,"AAON, Inc.",60.82,38.83365949119374,2.2,12.00,0.6385014714106173,5.08691,245.21085463209818,14.12,2367625984,13456375,5237000,-3344867320,0.096,86105000,1.7527377521613832,1.7291066282420748,60.0,34.7,0.0341,0.2480314343802244,54252700,USD,United States,3350104320,buy,10.586,4.378167393560909,0.07198565263993602,Industrials,Building Products & Equipment
AAPU,,24.55,,{},,,{},,Not Found!,,,,,,,,,24.1,15.55,,,,,,,,,,,,
AAPL,Apple Inc.,174.0,75.36433659491193,5.89,6.36,0.43312837123512604,45.298546,30.180621695111306,8.23,2767154315264,90680500224,62482001920,-2682019139584,3.996,109280002048,1.401304662962068,1.384875573810099,171.96,124.17,0.0068,5.765288792184978,15728700416,USD,United States,2744501141504,buy,22.324,73.76861886266587,0.4239575796704935,Technology,Consumer Electronics
AAXJ,,64.68,,{},,,{},,Not Found!,,,,,,,,,63.78,54.39,,,,,,,,,,,,
ABCL,AbCellera Biologics Inc.,5.5,-2.8673189823874754,-0.18,10.00,-0.5213307240704501,1.3286544,-9.366814380406845,3.68,885582400,-169535120,795694016,-789422656,2.75,84032000,1.0166358595194085,1.0018484288354899,5.42,5.41,0.1272,-0.5871793521930675,288728000,USD,Canada,1585116672,buy,-10.27,-9.353502792273131,-1.7006368713223876,Healthcare,Biotechnology
ABCB,Ameris Bancorp,41.23,66.63287671232877,4.69,8.00,1.6161260420162205,0.8629879,undefined,"Bancorp)  Altman Z-Score as of today (August 18, 2023) is ",3185180416,{},1319129984,-1534218880,19.141,1666307968,1.4553476879632898,1.4165195905400638,40.13,28.33,0.0397,undefined,69373904,USD,United States,2853348864,buy,{},undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,21.6,-0.38187866927592956,-0.05,0.37,-0.017679568022033774,6.852552,159.35823276756324,8.23,5068363264,31137500,89000000,-4907475392,0.389,223900000,1.7307692307692308,1.719951923076923,21.465,12.48,{},0.13554367179451177,229723008,GBP,United Kingdom,4996475392,buy,58.866,1.03522474027323,0.04792707130894583,Healthcare,Biotechnology
ABLLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABLV,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ABL,"Abacus Life, Inc.",7.49,undefined,-0.0,,undefined,2.4723127,undefined,,105677200,{},19722152,-461102840,1.718,37731492,1.3692870201096894,1.336380255941499,7.31,5.47,{},undefined,63349800,USD,United States,480824992,none,3.022,undefined,undefined,Financial Services,Insurance—Life
ABIO,"ARCA biopharma, Inc.",2.04,undefined,-0.44,N/A,undefined,0.7584282,-7.012757775458477,N/A,-10574410,-4191875,40156000,10396260,2.787,329000,1.1027027027027028,1.0864864864864863,2.01,1.85,0.0247,-0.2908983976516471,14410100,USD,United States,29759740,none,1.524,undefined,undefined,Healthcare,Biotechnology
ABLVW,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ABEO,Abeona Therapeutics Inc.,3.54,undefined,-2.21,N/A,undefined,8.712644,-3.4133451625239006,-18.94,57332908,-22881250,36772000,-46845256,1.485,5974000,1.6164383561643836,1.6164383561643836,3.54,2.19,0.0272,-1.0371057808236563,22062600,USD,United States,83617256,buy,-1.357,undefined,undefined,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",127.99,79.31193737769081,3.02,22.00,0.6196729227102962,15.599351,18.653100005568227,3.73,73652322304,2829769472,10339999744,-68479688704,16.205,2324000000,1.5625686729337078,1.506287388597241,123.38,81.91,0.0571,6.861594049342634,412407008,USD,United States,78819688448,hold,37.256,180.2007674015228,1.4079284897376576,Consumer Cyclical,Travel Services
ABOS,"Acumen Pharmaceuticals, Inc.",6.4,-16.29808219178082,-1.04,9.70,-2.5465753424657533,1.5281826,-9.401003974363565,N/A,248075200,-27929000,144880992,-218676608,2.504,29000,1.8181818181818183,1.7670454545454544,6.22,3.52,0.0325,-0.680778352764527,41025100,USD,United States,363557600,buy,-4.754,-10.66863610359752,-1.6669743911871122,Healthcare,Biotechnology
ABSI,,1.66,,-0.96,23.30,,0.56584704,,-0.41,,{},{},,,{},,,1.57,1.13,,,,,,155405536,,,,,,
ABVC,,1.8,,-3.7,N/A,,1.9663513,,-12.69,,{},{},,,{},,,1.62,1.62,,,,,,6186091,,,,,,
ABUS,Arbutus Biopharma Corporation,2.07,undefined,-0.44,N/A,undefined,2.5526643,-8.030740479611897,-5.18,189699024,-42822624,152484000,-189752032,0.91,2043000,1.1189189189189188,1.1027027027027028,2.04,1.85,0.039,-0.2577595435010293,166134000,USD,United States,342236032,buy,-2.585,undefined,undefined,Healthcare,Biotechnology
ACAB,Atlantic Coastal Acquisition Co,10.5,undefined,0.11,,undefined,{},undefined,N/A,114638896,{},295224,-116060624,0.027,0,1.0725229826353422,1.0868232890704803,10.64,9.79,0.0001,undefined,10935700,USD,United States,116355848,none,{},undefined,undefined,Financial Services,Shell Companies
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACABU,,10.73,,{},,,{},,N/A,,{},295224,,,0,,,10.57,9.56,,,,,,{},,,,,,
