TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,10.12,,-0.203,,,None,,N/A,,719172,177578,,,251754,,,10.12,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACG,ATA Creativity Global,1.34,-4.818846153846154,-0.153,25.00,-3.5961538461538463,0.28594208,undefined,-1.11,17044424,None,59858096,19905888,1.906,31832612,1.5227272727272727,1.2954545454545454,1.14,0.88,None,undefined,31376900,USD,China,39952208,strong_buy,-0.418,undefined,undefined,Consumer Defensive,Education & Training Services
AADR,,47.76,,None,,,None,,Not Found!,,,,,,,,,47.4082,43.35,,,,,,,,,,,,
AAL,"American Airlines Group, Inc.",12.7,333.40210256410256,-3.671,-105.10,26.252134060165556,None,31.087542743502823,0.46,41703739392,265500000,11232000000,2965259264,17.283,44681998336,1.0901287553648067,1.0755364806866952,12.53,11.65,0.1424,0.408523764801393,649900992,USD,United States,8266740736,hold,17.377,-37.10233781862908,-2.9214439227266995,Industrials,Airlines
AACI,Armada Acquisition Corp. I,10.24,undefined,-0.203,,undefined,None,294.8742164600402,N/A,209654320,719172,177578,-209402566,0.009,251754,1.0459652706843718,1.0337078651685394,10.12,9.79,0.00059999997,0.03472667133441174,20709500,USD,United States,209580144,none,None,undefined,undefined,Financial Services,Shell Companies
AAME,Atlantic American Corporation,2.27,undefined,0.15,N/A,undefined,0.48720086,1.3513838419268094,,64618684,34212000,21876000,-25803616,1.074,38556000,1.070754716981132,1.0754716981132073,2.28,2.12,0.0139,1.6797596134962096,20367200,USD,United States,47679616,none,9.658,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",1.9,-40.62948717948718,-2.01,13.00,-21.383940620782727,0.26710004,7.386160581951992,-0.24,178691824,7337375,26268000,-27641792,0.921,151050000,1.2837837837837838,1.25,1.85,1.48,0.1224,0.25723784081307827,28523700,USD,United States,53909792,buy,-5.882,5.199722166862651,2.7366958772961323,Technology,Semiconductors
AADI,"Aadi Bioscience, Inc.",12.58,undefined,5.07,N/A,undefined,1.8508366,-10.339797442765452,6.21,131703352,-29680500,183007008,-129982112,7.502,1721000,1.1436363636363636,1.1418181818181818,12.56,11,0.0592,-1.2166582633397691,24395100,USD,United States,312989120,buy,-2.222,undefined,undefined,Healthcare,Biotechnology
AAON,"AAON, Inc.",76.85,24.091880341880348,1.25,12.00,0.3134922620934333,7.6513615,-62.36032126539857,11.59,4074217216,-65560624,10738000,-3996248240,0.202,77966000,1.617894736842105,1.5762105263157895,74.87,47.5,0.0155,-1.2323541386667167,53199500,USD,United States,4006986240,buy,34.02,-23.751782758063648,-0.30906678930466686,Industrials,Building Products & Equipment
AAPB,,15.39,,None,,,None,,Not Found!,,,,,,,,,15.0451,14.64,,,,,,,,,,,,
AAPD,,30.2932,,None,,,None,,Not Found!,,,,,,,,,30.23,23.4,,,,,,,,,,,,
AAPU,,16.62,,None,,,None,,Not Found!,,,,,,,,,16.1899,15.9,,,,,,,,,,,,
AAWW,Atlas Air Worldwide Holdings,100.89,215.84914529914533,12.41,10.00,2.1394503449216504,0.9748926,33.57465342714252,2.04,4549614080,85232872,465499008,-2393612416,16.411,2156002048,1.718739352640545,1.7161839863713797,100.74,58.7,0.1173,3.004945388905733,28364200,USD,United States,2859111424,hold,4.91,52.265503131821944,0.5180444358392501,Industrials,Airports & Air Services
AAXJ,,65.72,,None,,,None,,Not Found!,,,,,,,,,64.62,54.39,,,,,,,,,,,,
ABCB,Ameris Bancorp,47.32,77.25384615384617,4.98,8.00,1.6325833929384228,1.0447464,undefined,"Bancorp)  Altman Z-Score as of today (December 31, 2022) is ",2780911104,None,1331168000,-1938070784,19.257,853486976,1.2380952380952381,1.2229199372056516,46.74,38.22,0.031600002,undefined,69351696,USD,United States,3269238784,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,15.54,0.6686495726495728,0.08,0.39,0.04302764302764304,4.88847,undefined,29.62,3677316096,None,109600000,-3457872384,0.479,229900000,1.2392344497607655,1.2009569377990432,15.06,12.54,None,undefined,229272000,USD,United Kingdom,3567472384,buy,47.572,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.07,undefined,0.01,,undefined,None,undefined,N/A,194967136,None,98291,-194967645,0.005,0,1.0381443298969073,1.0391752577319588,10.08,9.7,0.00059999997,undefined,15566300,USD,United States,195065936,none,None,undefined,undefined,Financial Services,Shell Companies
AAPL,Apple Inc.,129.61,98.9767777777778,6.11,8.73,0.7636507814040413,40.8842,22.854770213066775,6.29,2146027175936,90215251968,48304001024,-2018635378688,3.036,132480000000,1.029713196154763,1.0123937395725748,127.43,125.87,0.0077,5.6710261705408875,15908100096,USD,United States,2066939379712,buy,16.439,91.8657769318474,0.7087861810959601,Technology,Consumer Electronics
ABIO,"ARCA biopharma, Inc.",2.43,undefined,-1.283,N/A,undefined,0.79932547,-4.087733022034146,N/A,-9377961,-8566250,43939000,9787064,3.049,409000,1.4210526315789476,1.3450292397660817,2.3,1.71,0.0044,-0.594461523514757,14410100,USD,United States,34151936,none,0.674,undefined,undefined,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",85.23,67.22222222222223,2.5,20.10,0.7887155018446818,9.770311,13.399857350755973,3.95,46870245376,2533056256,9627585536,-44509049856,15.205,2361184000,1.0405322915394946,1.0206336222683434,83.6001,81.91,0.0546,6.360515471845051,398247008,USD,United States,54136635392,buy,27.841,171.0271937985003,2.006654860946853,Consumer Cyclical,Travel Services
ABCL,AbCellera Biologics Inc.,10.05,14.610256410256412,0.84,10.00,1.4537568567419314,2.3154285,21.738539735166032,8.03,2106099328,132267624,868206016,-2029987136,3.035,76108000,1.8542435424354244,1.826568265682657,9.9,5.42,0.1003,0.4623125620412443,286100000,USD,Canada,2898193152,buy,5.952,8.041077467982326,0.80010721074451,Healthcare,Biotechnology
ABOS,"Acumen Pharmaceuticals, Inc.",5.37,53.05760683760685,1.39,32.10,9.880373712775949,1.1122555,-15.110100794114613,N/A,20935534,-14544500,200194000,-20802624,4.892,133000,1.7781456953642385,1.6956291390728477,5.1208,3.02,0.028399998,-0.35539140824868726,40925300,USD,United States,220996624,strong_buy,-0.532,-13.565624181526818,-2.5261869984221264,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,2.82,undefined,38.68,N/A,undefined,1.533101,-1.081052760889994,-30.40,43028460,-44804248,18167000,-34734464,1.058,8294000,10.444444444444443,9.87037037037037,2.665,0.27,0.0634,-2.6085683345171695,17175800,USD,United States,52901464,buy,-0.972,undefined,undefined,Healthcare,Biotechnology
ABST,Absolute Software Corporation,9.96,undefined,-0.455,N/A,undefined,None,7.22759552243234,0.24,753040000,71998376,67609000,-477844440,1.296,275832000,1.4668630338733433,1.4565537555228278,9.89,6.79,None,1.3780516589628014,52246500,USD,Canada,545453440,buy,102.038,undefined,undefined,Technology,Software—Application
ACAB,Atlantic Coastal Acquisition Co,10.24,undefined,None,,undefined,None,undefined,N/A,381935968,None,189031,-381935961,0.005,0,1.0374873353596759,1.03242147922999,10.19,9.87,0.00029999999,undefined,30000000,USD,United States,382124992,none,None,undefined,undefined,Financial Services,Shell Companies
ABVC,"ABVC Biopharma, Inc.",0.635,undefined,-0.671,N/A,undefined,3.4153006,-107.29806960403063,-9.79,21914142,-193121,1401126,-18994062,0.043,3317637,1.27,1.2452,0.6226,0.5,0.0033000002,-0.005918093422774368,32632300,USD,United States,20395188,hold,-1.19,undefined,undefined,Healthcare,Biotechnology
ABSI,Absci Corporation,2.24,-42.578461538461546,-1.776,17.00,-19.00824175824176,0.66582114,-3.129532051531744,0.91,34855308,-66132752,181312000,-12717280,1.962,22138000,1.154639175257732,1.0463917525773194,2.03,1.94,0.0924,-0.7157619615698252,92394896,USD,United States,194029280,hold,-0.35,-17.15993420686632,-7.660684913779607,Healthcare,Biotechnology
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACABU,,10.3,,None,,,None,,N/A,,None,189031,,,0,,,10.18,9.56,,,,,,None,,,,,,
ABUS,Arbutus Biopharma Corporation,2.32,undefined,-0.705,N/A,undefined,2.4449108,-22.21529404752069,-4.53,232165312,-16340250,134718000,-229850128,0.861,2315000,1.254054054054054,1.2216216216216214,2.26,1.85,0.0336,-0.1044325587155089,156467008,USD,United States,364568128,buy,-3.786,undefined,undefined,Healthcare,Biotechnology
ACAC,Acri Capital Acquisition Corpor,10.28,undefined,None,,undefined,None,undefined,,109499360,None,685013,-109498851,0.064,0,1.0310932798395185,1.025075225677031,10.22,9.97,None,undefined,8625000,USD,United States,110183864,none,None,undefined,undefined,Financial Services,Shell Companies
ACACU,,10.35,,None,,,None,,,,None,685013,,,0,,,10.2,9.92,,,,,,None,,,,,,
ACACW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,10.02,undefined,None,,undefined,None,undefined,N/A,428143712,None,118794,-431778102,0.003,462500,1.0319258496395467,1.030895983522142,10.01,9.71,0.0041,undefined,34500000,USD,United States,431896896,none,None,undefined,undefined,Financial Services,Shell Companies
ACAHU,,10.01,,None,,,None,,N/A,,None,118794,,,462500,,,10.01,9.1,,,,,,None,,,,,,
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc.,15.95,-56.37735042735044,-1.79,25.00,-3.5346301208370186,4.0529532,-52.11963974681975,3.81,2168304128,-49195624,436351008,-2122884576,2.696,63717000,1.3031045751633985,1.2696078431372548,15.54,12.24,0.0796,-0.306026673965513,160756000,USD,United States,2559235584,hold,-10.625,-9.638532423614663,-0.6042967036749005,Healthcare,Biotechnology
ACAX,,10.05,,None,,,None,,,,None,1507307,,,0,,,10.05,9.8,,,,,,None,,,,,,
ACAXR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACAXU,,10.04,,None,,,None,,,,None,1507307,,,0,,,10.04,9.94,,,,,,None,,,,,,
ACAXW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,0.9022,undefined,-15.749,N/A,undefined,0.07732797,-1.2781945597508009,-11.27,197340688,-139917120,439137984,256210400,1.462,269491008,1.0989037758830695,1.0626065773447015,0.8724,0.821,None,-0.7058393365215813,198228000,USD,Canada,182927584,hold,-1.341,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACBA,Ace Global Business Acquisition,10.69,undefined,-0.095,,undefined,None,undefined,N/A,65034380,None,82131,-64211349,0.014,1488970,1.0584158415841585,1.0514851485148515,10.62,10.1,0.00029999999,undefined,6054000,USD,Hong Kong,64293480,none,None,undefined,undefined,Financial Services,Shell Companies
ACBAU,,10.5,,-0.095,,,None,,N/A,,None,82131,,,1488970,,,10.39,10.08,,,,,,None,,,,,,
ACCD,"Accolade, Inc.",7.7,-18.956478632478635,-2.653,-0.90,-2.461880341880342,0.7045948,-3.7730868536360167,-1.23,772175744,-136046256,330632992,-188681120,4.596,319393984,1.670281995661605,1.596529284164859,7.36,4.61,0.0587,-2.040769348465893,66664200,USD,United States,519314112,buy,-6.135,-14.581907481346041,-1.8937542183566287,Healthcare,Health Information Services
ACBAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACDCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACDC,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,
ACET,"Adicet Bio, Inc.",8.55,-177.14099145299147,-5.011,29.10,-20.718244614384965,1.6018634,-10.496953235266444,5.93,452389152,-31883000,260642000,-89298192,6.114,22385000,1.1309523809523812,1.1117724867724867,8.405,7.56,0.1292,-0.8145220625804738,39143200,USD,United States,349940192,strong_buy,-9.682,-28.793702998571288,-3.3676845612364077,Healthcare,Biotechnology
ACGL,Arch Capital Group Ltd.,63.11,101.16773333333335,4.056,18.03,1.6030380816563674,2.0474186,12.675754066275367,,19686449152,1922482688,2754439936,-21487054080,7.542,2725153024,1.5373934226552985,1.5199756394640684,62.395,41.05,0.0107,4.978796501575246,386134016,USD,Bermuda,24241494016,none,15.385,124.18480197048753,1.967751576144629,Financial Services,Insurance—Diversified
ACGLN,,17.925,,4.961,,,0.53034025,,Not Found!,,1922482688,2754439936,,,2725153024,,,17.25,17.02,,,,,,None,,,,,,
ACER,Acer Therapeutics Inc.,2.6,undefined,-2.058,N/A,undefined,4.041868,-1.7325797745768543,-16.52,14619439,-21474636,14469744,-21448856,0.908,8682464,2.3423423423423424,2.2072072072072073,2.45,1.11,0.0053,-1.5006524017833434,14310200,USD,United States,35918600,buy,-0.673,undefined,undefined,Healthcare,Biotechnology
ACGLO,Arch Capital Group Ltd. - Depos,20.37,undefined,4.056,,undefined,0.66203564,4.269410405718046,Not Found!,8266811392,1922482688,2754439936,-9082266880,7.542,2725153024,1.0236180904522614,1.0091959798994974,20.083,19.9,None,4.771150595575993,402939008,USD,Bermuda,11836706816,none,6.46,undefined,undefined,Financial Services,Insurance—Diversified
ACHL,Achilles Therapeutics plc,0.8895,-31.724000000000004,-2.884,3.20,-35.66498032602586,0.11977641,undefined,N/A,-111557936,None,201595008,165051860,4.944,10120000,1.186,1.1521333333333332,0.8641,0.75,None,undefined,40603500,USD,United Kingdom,36543148,buy,1.595,undefined,undefined,Healthcare,Biotechnology
ACHC,"Acadia Healthcare Company, Inc.",82.42,-154.3321153846154,-7.911,12.25,-1.8725080730965227,3.1785011,50.30278031853743,2.99,9001494528,147357504,128368000,-7275130496,1.413,1577264000,1.6460954663471141,1.6179348911523868,81.01,50.07,0.0574,1.6384780220513344,89935600,USD,United States,7403498496,buy,16.765,31.96432551565959,0.38782244013175915,Healthcare,Medical Care Facilities
ACIW,"ACI Worldwide, Inc.",23.14,11.94957264957265,0.62,12.00,0.5164033124275129,2.2323594,11.783135988878671,2.06,3758817536,230878880,118953000,-2585064920,1.043,1156603008,1.1758130081300813,1.1565040650406504,22.76,19.68,0.031,1.9638235544290015,117566000,USD,United States,2704017920,strong_buy,12.108,37.84976166869572,1.6356854653714659,Technology,Software—Infrastructure
ACIU,AC Immune SA,1.83,undefined,-1.079,N/A,undefined,0.71104914,-2.7975832113758323,4.35,110314296,-47524752,154147008,5935488,1.825,2627000,1.0892857142857144,1.0714285714285714,1.8,1.68,0.0121,-0.6541360387632648,72652704,USD,Switzerland,148211520,strong_buy,-1.381,undefined,undefined,Healthcare,Biotechnology
ACLS,"Axcelis Technologies, Inc.",79.37,39.12051282051282,1.46,20.00,0.4928879024885072,5.5422864,36.05437848453979,"Technologies)  Altman Z-Score as of today (December 31, 2022) is 7.87",1664366208,73332496,287167008,-2356457440,8.693,57706000,1.7101917690152986,1.6591251885369533,77,46.41,0.0507,2.201396982450663,33311800,USD,United States,2643624448,buy,8.671,58.98614991438316,0.7431794117976963,Technology,Semiconductor Equipment & Materials
ACHV,"Achieve Life Sciences, Inc.",2.55,-119.70538461538463,-5.418,15.00,-46.94328808446456,0.40157354,-1.3659249794600106,N/A,8003992,-17648500,29378000,6216826,3.034,15501000,1.275,1.215,2.43,2,0.032,-1.866866803335047,9453540,USD,Canada,23161174,buy,-0.259,-41.24658706513758,-16.175132182406895,Healthcare,Biotechnology
ACLX,,31.38,,None,69.30,,None,,N/A,,None,306985984,,,29755000,,,30.09,6.035,,,,,,None,,,,,,
ACNB,ACNB Corporation,40.5,undefined,3.115,N/A,undefined,1.3467524,undefined,,-30912292,None,395614016,49463264,46.398,56635000,1.426056338028169,1.3994330985915493,39.7439,28.4,0.016,undefined,8695070,USD,United States,346150752,none,None,undefined,undefined,Financial Services,Banks—Regional
