TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,10.6,,-0.203,,,{},,N/A,,1209261,235949,,,2201754,,,10.6,9.71,,,,,,{},,,,,,
AADR,,51.3812,,{},,,{},,Not Found!,,,,,,,,,51.485,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",5.66,undefined,-2.55,N/A,undefined,0.95915633,-4.332075388964146,1.57,-11292637,-31927750,151174000,11149984,6.186,1568000,1.111984282907662,1.1080550098231827,5.64,5.09,0.071,-1.3065331259974629,24437000,USD,United States,140024016,buy,0.183,undefined,undefined,Healthcare,Biotechnology
AACI,Armada Acquisition Corp. I,10.57,undefined,-0.59,,undefined,{},80.57645082409836,N/A,98758504,1209261,235949,-96556723,0.026,2201754,1.2348130841121494,1.2266355140186915,10.5,8.56,0.0026,0.13117976644410334,9218350,USD,United States,96792672,none,{},undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.34,-6.485600000000001,-0.22,25.00,-4.84,0.32934135,undefined,-1.20,11846701,{},65636832,23943444,2.09,33403372,1.185840707964602,1.1681415929203542,1.32,1.13,{},undefined,31585900,CNY,China,41693388,strong_buy,-0.323,undefined,undefined,Consumer Defensive,Education & Training Services
AAL,"American Airlines Group, Inc.",15.98,266.86668799999995,2.56,109.96,16.700043053817268,{},8.651602231549477,0.89,40962732032,1205874944,12060999680,1711746048,18.46,42582999040,1.3716738197424894,1.3545064377682403,15.78,11.65,0.1178,1.8470567153129542,652862976,USD,United States,10349253632,hold,5.481,192.54605787645585,12.049190104909627,Industrials,Airlines
AAPB,,28.32,,{},,,{},,Not Found!,,,,,,,,,25.91,14.25,,,,,,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",6.59,-47.6784,-2.52,13.00,-7.2349620637329295,2.1436915,10.64105870755377,0.11,464245600,18080876,21578000,-299866672,0.672,132085000,4.1187499999999995,5.03125,8.05,1.6,0.2322,0.6192992803734797,29195700,USD,United States,321444672,hold,-11.53,11.717142384666236,1.778018571269535,Technology,Communication Equipment
AAPD,,20.48,,{},,,{},,Not Found!,,,,,,,,,20.8815,19.69,,,,,,,,,,,,
AAME,Atlantic American Corporation,1.81,undefined,-0.15,N/A,undefined,0.3755134,1.9958924215968925,,66050024,18470250,13548000,-25629024,0.664,40162000,1.0838323353293413,1.0718562874251498,1.79,1.67,0.0137,0.9068625044188695,20367200,USD,United States,39177024,none,-198.946,undefined,undefined,Financial Services,Insurance—Life
AAON,"AAON, Inc.",104.125,39.688,2.2,12.00,0.3811572629051621,8.073153,419.80565995671196,14.77,5412687360,13456375,5237000,-5311527672,0.096,86105000,2.000480307396734,1.8395773294908742,95.75,52.05,0.0346,0.2480314343802244,54252700,USD,United States,5316764672,buy,24.2,4.4744870762192495,0.04297226483763985,Industrials,Building Products & Equipment
AAPU,,28.34,,{},,,{},,Not Found!,,,,,,,,,26.27,15.55,,,,,,,,,,,,
AAXJ,,68.43,,{},,,{},,Not Found!,,,,,,,,,68.13,54.39,,,,,,,,,,,,
ABCL,AbCellera Biologics Inc.,6.97,-2.9304,-0.18,10.00,-0.4204304160688666,1.4415274,26.030583009970098,3.96,1290411008,77310376,796494976,-947422080,2.759,83133000,1.2603978300180831,1.070524412296564,5.92,5.53,0.1216,0.26776196281621456,288728000,USD,Canada,1743917056,buy,-24.648,4.359164754647973,0.6254181857457638,Healthcare,Biotechnology
ABCB,Ameris Bancorp,44.36,68.09880000000001,4.69,8.00,1.535139765554554,0.9347461,undefined,"Bancorp)  Altman Z-Score as of today (August 05, 2023) is ",3417452800,{},1319129984,-1771477376,19.141,1666307968,1.5658312742675609,1.5432403812213202,43.72,28.33,0.0375,undefined,69373904,USD,United States,3090607360,buy,{},undefined,undefined,Financial Services,Banks—Regional
AAPL,Apple Inc.,191.17,84.79715200000001,5.89,7.86,0.44356934665480996,46.038452,35.88277830252085,8.62,3060598833152,83796623360,55872000000,-2806594203648,3.552,109614997504,1.5395828299911412,1.4650881855520657,181.92,124.17,0.0081,5.327625369147345,15728700416,USD,United States,2862466203648,buy,24.725,76.7007569145405,0.4012175389158367,Technology,Consumer Electronics
ABCM,Abcam plc,22.86,-0.39028000000000007,-0.05,0.37,-0.017072615923009626,7.2274733,168.6541296790044,8.64,5389015552,31137500,89000000,-5180846016,0.389,223900000,1.8317307692307692,1.828525641025641,22.82,12.48,{},0.13554367179451177,229723008,GBP,United Kingdom,5269846016,buy,62.59,1.0579996845592412,0.04628170098684345,Healthcare,Biotechnology
ABLLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABL,"Abacus Life, Inc.",6.09,undefined,-0.0,,undefined,2.039088,undefined,,88340816,{},19722152,-376847608,1.718,37731492,1.113345521023766,1.093235831809872,5.98,5.47,{},undefined,63349800,USD,United States,396569760,none,2.526,undefined,undefined,Financial Services,Insurance—Life
ABNB,"Airbnb, Inc.",140.88,81.05680000000001,3.02,22.00,0.5753605905735378,16.69088,20.74561100916425,4.09,82851627008,2800587520,10593999872,-77748839424,16.809,2336000000,1.7199365156879503,1.680137956293493,137.6201,81.91,0.0629,6.790833971473152,412407008,USD,United States,88342839296,hold,42.953,182.26598379433943,1.2937676305674293,Consumer Cyclical,Travel Services
ABEO,Abeona Therapeutics Inc.,3.17,undefined,-2.21,N/A,undefined,3.0047848,-3.568014794786113,-18.16,25918492,-19601500,40364000,-28912568,2.15,7319000,1.447488584474886,1.4174429223744294,3.1042,2.19,0.0376,-0.8884492308250161,22062600,USD,United States,69276568,buy,-0.649,undefined,undefined,Healthcare,Biotechnology
