TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACIU,,10.41,,-0.203,,,,,N/A,,,,,,,,,10.41,9.71,,,,,,,,,,,,
AACG,,1.385,,-0.23,25.00,,0.35179642,,-1.16,,,,,,,,,1.37,1.02,,,,,,,,,,,,
AADR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAME,Atlantic American Corporation,2.27,undefined,0.14,N/A,undefined,0.46618107,1.3513838419268094,,61543232,34212000,21876000,-23746528,1.074,38556000,1.0809523809523809,1.0666666666666667,2.24,2.1,0.0019,1.6797596134962096,20367200,USD,United States,45622528,none,9.198,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",4.33,-64.15637149028079,-3.14,13.00,-14.816713970041752,0.8167733,25.695242460428364,-0.49,281723072,4919875,16103000,-125496136,0.552,156227008,2.925675675675676,3.074324324324324,4.55,1.48,0.1117,0.16851368523446947,29195700,USD,United States,141599136,hold,-7.718,3.443065793343588,0.7951653102410133,Technology,Communication Equipment
AAON,"AAON, Inc.",93.85,42.85961123110152,2.2,12.00,0.45668205893555164,8.520858,-1013.7612533598804,14.88,5285877760,-5022500,2515000,-5194893768,0.046,90983000,1.916088199265006,1.9132298897509188,93.71,48.98,0.028900001,-0.09257603769029008,54252700,USD,United States,5197408768,buy,28.217,-1.80353317487347,-0.019217188863862228,Industrials,Building Products & Equipment
AADI,"Aadi Bioscience, Inc.",8.2,undefined,-2.58,N/A,undefined,1.3608973,-6.046070407555196,3.00,49066728,-33142750,151174000,-47498816,6.186,1568000,1.2058823529411764,1.1779411764705883,8.01,6.8,0.0678,-1.356252813356795,24437000,USD,United States,198672816,buy,-0.793,undefined,undefined,Healthcare,Biotechnology
AACI,,10.2,,-0.58,,,,,N/A,,,,,,,,,10.199,8.56,,,,,,,,,,,,
AAL,,16.65,,2.7,109.96,,,,0.78,,,,,,,,,16.43,11.65,,,,,,,,,,,,
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPU,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ABCB,,35.45,,4.76,8.00,,0.7507865,,"Bancorp)  Altman Z-Score as of today (June 18, 2023) is ",,,,,,,,,34.72,28.33,,,,,,,,,,,,
AAXJ,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ABCM,Abcam plc,19.06,,-0.06,0.39,,7.0289855,,8.43,,31137500,89000000,-5036120000,,223900000,1.5272435897435896,1.580128205128205,19.72,12.48,,,,,,5125120000,,,,,,
AAPL,Apple Inc.,186.01,92.2897624190065,5.9,7.96,0.49615484339017524,46.77966,34.914241732760914,8.76,2962294571008,83796623360,55872000000,-2852679380992,3.552,109614997504,1.4980268986067486,1.487154707256181,184.66,124.17,0.0075,5.327625369147345,15728700416,USD,United States,2908551380992,buy,23.93,83.33648806374241,0.44802154757132634,Technology,Consumer Electronics
ABNB,"Airbnb, Inc.",127.85,77.83153347732183,3.0,18.80,0.6087722602840973,15.322696,18.826848151062247,4.05,70612082688,2800587520,10593999872,-70507209728,16.809,2336000000,1.5608594799169822,1.5479184470760592,126.79,81.91,0.0602,6.790833971473152,412407008,USD,United States,81101209600,hold,36.607,176.1803405298823,1.3780237820092476,Consumer Cyclical,Travel Services
ABIO,"ARCA biopharma, Inc.",2.1,undefined,-0.53,N/A,undefined,0.74653393,-5.780969983523175,N/A,-11096308,-5234625,40850000,10588792,2.835,357000,1.135135135135135,1.108108108108108,2.05,1.85,0.026500002,-0.36326083788453933,14410100,USD,United States,30261208,none,1.356,undefined,undefined,Healthcare,Biotechnology
ABCL,AbCellera Biologics Inc.,7.48,-3.1645788336933047,-0.18,10.00,-0.42307203659001397,1.8090692,25.197479474363757,5.61,1475196928,85710376,796494976,-1392063360,2.759,83133000,1.352622061482821,1.3399638336347197,7.41,5.53,0.12550001,0.2968550885262254,288728000,USD,Canada,2188558336,buy,-33.563,5.219007387912472,0.6977282604161059,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,4.49,undefined,-2.27,N/A,undefined,4.30622,-4.301411524628217,-17.90,53710200,-19601500,40364000,-44137904,2.15,7319000,2.050228310502283,1.9497716894977168,4.27,2.19,0.026400002,-1.0438433928704562,18778200,USD,United States,84501904,buy,-1.345,undefined,undefined,Healthcare,Biotechnology
ABOS,"Acumen Pharmaceuticals, Inc.",5.61,-23.349460043196547,-1.35,9.70,-4.162114089696354,1.3379153,-10.200024862888483,N/A,101295616,-22563750,140408992,-99177600,3.423,67000,1.6948640483383686,1.6495770392749243,5.4601,3.31,0.0078,-0.5499986593573203,41025100,USD,United States,239586592,buy,-2.062,-9.512719792944754,-1.695671977352006,Healthcare,Biotechnology
ABST,,11.36,,-0.5,N/A,,,,0.30,,,,,,,,,11.33,7.39,,,,,,,,,,,,
ABSI,Absci Corporation,1.71,-19.264967602591796,-1.12,9.60,-11.266062925492278,0.6372906,-2.899816423183039,0.30,38860840,-54548500,144258000,-17622768,1.559,21238000,1.513274336283186,1.5133628318584071,1.7101,1.13,0.090500005,-0.5896925013353038,92503296,USD,United States,161880768,hold,-0.441,-10.143220476532097,-5.9317078810129225,Healthcare,Biotechnology
ACABU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAB,,10.41,,0.11,,,,,N/A,,,,,,,,,10.39,9.79,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation,2.44,undefined,-0.45,N/A,undefined,2.8555048,-9.615650069976516,-3.90,270722912,-42157000,146728000,-266945664,0.883,2117000,1.3189189189189188,1.308108108108108,2.42,1.85,0.0341,-0.2537529945706478,166134000,USD,United States,413673664,buy,-3.968,undefined,undefined,Healthcare,Biotechnology
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACACU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACACW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAC,,10.78,,0.1,,,,,N/A,,,,,,,,,10.78,9.97,,,,,,,,,,,,
ABVC,"ABVC Biopharma, Inc.",0.601,undefined,-0.35,N/A,undefined,11.417647,53.24351364596807,-9.54,23858714,373407,1212973,-18049919,0.037,5905088,1.202,1.1598,0.5799,0.5,0.0042,0.011287759932528634,33080700,USD,United States,19262892,hold,-2.214,undefined,undefined,Healthcare,Biotechnology
ACAH,,10.27,,0.26,,,,,N/A,,,,,,,,,10.27,9.77,,,,,,,,,,,,
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAHU,,10.4,,-0.005,,,,,N/A,,,,,,,,,10.4,9.173,,,,,,,,,,,,
ACAX,,10.4,,0.07,,,,,N/A,,,,,,,,,10.42,9.83,,,,,,,,,,,,
ACAXU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAXW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAXR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,0.5317,,-5.43,N/A,,0.373444,,-11.58,,-75920000,234942000,43670736,,227522000,1.0851020408163266,1.0853061224489797,0.5318,0.49,,,,,,191271264,,,,,,
