TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,9.95,,-0.203,,,None,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACG,ATA Creativity Global,1.61,-4.839527896995707,-0.153,25.00,-3.0059179484445386,0.36604536,undefined,-0.97,25836424,None,59858096,8713748,1.906,31832612,1.8295454545454546,1.7954545454545456,1.58,0.88,None,undefined,31376900,USD,China,51144348,strong_buy,-0.634,undefined,undefined,Consumer Defensive,Education & Training Services
AACI,Armada Acquisition Corp. I,9.995,undefined,-0.203,,undefined,None,undefined,N/A,206798528,None,439863,-206448041,0.021,483034,1.0261806981519506,1.0256673511293635,9.99,9.74,0.00029999999,undefined,20709500,USD,United States,206887904,none,None,undefined,undefined,Financial Services,Shell Companies
AADI,"Aadi Bioscience, Inc.",13.42,undefined,4.69,N/A,undefined,1.933064,-11.030213170263304,6.54,139265840,-29680500,183007008,-143887328,7.502,1721000,1.22,1.1927272727272726,13.12,11,0.0596,-1.2166582633397691,24395100,USD,United States,326894336,buy,-2.349,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",13.98,334.83301287553644,-3.671,-105.10,23.950859290095597,None,34.2207753979661,0.47,42529116160,265500000,11232000000,2152883200,17.283,44681998336,1.2,1.1736995708154507,13.6736,11.65,0.1585,0.408523764801393,649900992,USD,United States,9079116800,hold,17.72,-37.26157531999658,-2.6653487353359497,Industrials,Airlines
AAME,Atlantic American Corporation,2.85,undefined,0.14,N/A,undefined,0.6014569,1.6966713433882847,,75800288,34212000,21876000,-36985212,1.074,38556000,1.3443396226415094,1.3160377358490565,2.79,2.12,0.0145000005,1.6797596134962096,20367200,USD,United States,58861212,none,11.329,undefined,undefined,Financial Services,Insurance—Life
AADR,,50,,None,,,None,,Not Found!,,,,,,,,,49.5696,43.35,,,,,,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",2.23,-40.803862660944205,-2.01,13.00,-18.297696260513096,0.32786882,8.669020051448916,-0.21,184967040,7337375,26268000,-39906984,0.921,151050000,1.5067567567567568,1.4662162162162162,2.17,1.48,0.120299995,0.25723784081307827,28523700,USD,United States,66174984,buy,-6.089,5.222038571012276,2.3417213322925003,Technology,Semiconductors
AAON,"AAON, Inc.",78.61,24.195278969957084,1.25,12.00,0.3077888178343351,8.171475,-63.78848216880913,12.21,4156676352,-65560624,10738000,-4268629936,0.202,77966000,1.6549473684210527,1.5793684210526315,75.02,47.5,0.0178,-1.2323541386667167,53199500,USD,United States,4279367936,buy,34.708,-23.85372173985791,-0.30344385879478325,Industrials,Building Products & Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,26.68,,None,,,None,,Not Found!,,,,,,,,,26.7501,23.4,,,,,,,,,,,,
AAPU,,20.64,,None,,,None,,Not Found!,,,,,,,,,20.11,17.95,,,,,,,,,,,,
AAPL,Apple Inc.,148.31,100.32462660944208,6.11,8.89,0.6764522055791388,46.510384,26.152233394799268,6.85,2435555000320,90215251968,48304001024,-2303072104448,3.036,132480000000,1.1493335399876008,1.1287205517668941,145.6501,129.04,0.0072000003,5.6710261705408875,15908100096,USD,United States,2351376105472,buy,18.657,93.11678937019455,0.6278523995023569,Technology,Consumer Electronics
AATC,Autoscope Technologies Corporat,4.94,2.6909871244635193,0.1,20.00,0.5447342357213601,1.4492754,-12.98060612244898,5.97,23844378,-2058000,4078000,-22960550,0.754,1695000,1.2538071065989849,1.2461928934010154,4.91,3.94,0.0011,-0.380567744941944,5407710,USD,United States,27038550,none,17.43,-10.24102901624888,-2.073082796811514,Technology,Scientific & Technical Instruments
AAWW,Atlas Air Worldwide Holdings,100.51,216.60085836909875,12.4,10.00,2.1550179919321333,0.9690896,33.44819522214387,2.03,4532595712,85232872,465499008,-2376593792,16.411,2156002048,1.712265758091993,1.7042589437819422,100.04,58.7,0.1362,3.004945388905733,28364200,USD,United States,2842092800,hold,4.892,52.48981859590701,0.5222347885375287,Industrials,Airports & Air Services
AAXJ,,66.64,,None,,,None,,Not Found!,,,,,,,,,65.74,54.39,,,,,,,,,,,,
ABCB,Ameris Bancorp,52.65,82.30596566523606,5.283,8.00,1.5632662044679213,1.3260629,undefined,"Bancorp)  Altman Z-Score as of today (December 04, 2022) is ",3083767296,None,1331168000,-2335125504,19.167,853486976,1.3775510204081634,1.358974358974359,51.94,38.22,0.0339,undefined,69635200,USD,United States,3666293504,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCL,AbCellera Biologics Inc.,13.18,11.249270386266096,0.644,10.00,0.8535106514617675,3.7481568,14.153535425920094,9.50,2076904064,262212752,1022267008,-2556627328,3.585,36782000,2.4317343173431736,2.2490774907749076,12.19,5.42,0.1284,0.9312160957228249,281580992,USD,Canada,3578894336,buy,7.249,16.26630690811973,1.2341659262609812,Healthcare,Biotechnology
ABCM,Abcam plc,16.75,0.812385407725322,0.097,0.37,0.04850062135673564,6.0584464,undefined,32.16,3718464000,None,109600000,-3837868032,0.479,229900000,1.335725677830941,1.3141945773524721,16.48,12.54,None,undefined,228884000,USD,United Kingdom,3947468032,buy,48.104,undefined,undefined,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,3.88,undefined,-0.909,N/A,undefined,3.7394564,-9.155863753637702,-30.00,14204154,-62132624,20096000,-564909824,3.377,8535000,14.370370370370368,13.888888888888888,3.75,0.27,0.1033,-0.42377214257458157,146618000,USD,United States,585005824,buy,-0.285,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.04,undefined,-0.099,,undefined,None,undefined,N/A,192355472,None,196726,-193902570,0.01,0,1.0350515463917527,1.0340206185567011,10.03,9.7,0.0004,undefined,15566300,USD,United States,194099296,none,None,undefined,undefined,Financial Services,Shell Companies
ABIO,"ARCA biopharma, Inc.",2.0701,undefined,-2.067,N/A,undefined,0.43206075,-2.8590931144869893,N/A,-15884801,-10433500,46437000,16103740,3.223,435000,1.2105847953216375,1.1871345029239766,2.03,1.71,0.0039,-0.7240407769550523,14410100,USD,United States,30333260,none,0.942,undefined,undefined,Healthcare,Biotechnology
ABMD,"ABIOMED, Inc.",377.44,125.2385407725322,4.94,18.35,0.33181046198742103,12.8426,76.78742534269867,67.98,11320101888,223637872,844321024,-16317336320,18.572,0,1.716806913804867,1.7132590402547192,376.66,219.85,0.0558,4.915388142205615,45497500,USD,United States,17161657344,hold,40.536,124.61458264381362,0.33015733002282116,Healthcare,Medical Devices
ABNB,"Airbnb, Inc.",101.27,-405.4351673819743,-7.886,45.95,-4.0035071332277505,14.203347,15.288224455050967,4.51,64148041728,2297380352,9895479296,-54278809600,15.474,2381308928,1.1679160419790104,1.1413908430400186,98.97,86.71,0.0465,6.624052406984522,346824000,USD,United States,64174288896,buy,47.434,340.55589606552616,3.362850756053384,Consumer Cyclical,Travel Services
ABOS,"Acumen Pharmaceuticals, Inc.",5.82,-356.97332188841204,-9.312,32.10,-61.33562231759657,0.97121054,-13.949490435297603,N/A,96613088,-16885000,189911008,-36722672,4.689,167000,1.9271523178807948,1.8443708609271523,5.57,3.02,0.0437,-0.4172195412438257,40470300,USD,United States,226633680,strong_buy,None,-15.994012628282624,-2.74811213544375,Healthcare,Biotechnology
ABSI,Absci Corporation,2.53,-63.356223175965674,-2.684,16.50,-25.04198544504572,0.63215655,-3.210081658372713,1.57,104353552,-72975248,206020992,-39346496,2.219,23488000,1.2524752475247525,1.170792079207921,2.365,2.02,0.105500005,-0.7881419444272122,92591504,USD,United States,245367488,hold,-1.12,-18.60420898862518,-7.3534422879941435,Healthcare,Biotechnology
ABST,Absolute Software Corporation,9.99,undefined,-0.137,N/A,undefined,28.243628,9.924580629723424,0.22,823169408,50149000,64029000,-432682392,1.254,277140992,1.4712812960235642,1.4248895434462445,9.675,6.79,None,1.0065916508432255,49820600,USD,Canada,496711392,buy,61.28,undefined,undefined,Technology,Software—Application
ABVC,"ABVC Biopharma, Inc.",0.75,undefined,-0.5,N/A,undefined,5.3866196,-3.8642552271867743,-9.22,22679090,-5552700,2993368,-18889962,0.093,3085793,1.5,1.46,0.73,0.5,0.0015,-0.19408655896313798,28609400,USD,United States,21883330,buy,-1.361,undefined,undefined,Healthcare,Biotechnology
ABUS,Arbutus Biopharma Corporation,2.33,undefined,-1,N/A,undefined,None,-22.31833601132994,-4.29,204649920,-14121875,150199008,-185268096,1.002,2465000,1.2594594594594595,1.2216216216216214,2.26,1.85,0.0388,-0.10439846406188937,135268992,USD,United States,335467104,buy,-3.345,undefined,undefined,Healthcare,Biotechnology
ACAB,,10.13,,None,,,None,,N/A,,None,295028,,,0,,,10.11,9.87,,,,,,None,,,,,,
ACABU,,10.1,,None,,,None,,N/A,,None,295028,,,0,,,10.09,9.56,,,,,,None,,,,,,
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAC,,10.19,,None,,,None,,,,None,1078333,,,0,,,10.105,9.97,,,,,,None,,,,,,
ACACU,,10.14,,None,,,None,,,,None,1078333,,,0,,,10.11,9.94,,,,,,None,,,,,,
ACACW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,9.97,undefined,None,,undefined,None,undefined,N/A,428143712,None,118794,-430268694,0.003,462500,1.026776519052523,1.0236869207003088,9.94,9.71,0.0041,undefined,34500000,USD,United States,430387488,none,None,undefined,undefined,Financial Services,Shell Companies
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc.,15.34,-56.61931330472104,-1.79,25.00,-3.6909591463312283,4.01222,-50.126349449292476,3.73,2168304128,-49195624,436351008,-2097163488,2.696,63717000,1.2532679738562091,1.2303921568627452,15.06,12.24,0.0796,-0.306026673965513,160756000,USD,United States,2533514496,hold,-10.625,-9.679899515561505,-0.631023436477282,Healthcare,Biotechnology
