TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACG,ATA Creativity Global,1.67,-5.0116,-0.153,25.00,-3.000958083832335,0.40197617,undefined,-0.91,29290424,None,59858096,3693446.1969337463,1.906,31832612,1.8977272830103054,2.03409087676401,1.7899999618530273,0.8799999952316284,None,undefined,31376900,USD,China,56164649.80306625,strong_buy,-0.719,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,10.45,,-0.203,,,None,,N/A,,719172,177578,,,251754,,,10.449999809265137,9.829999923706055,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.100000381469727,undefined,-0.203,,undefined,None,289.0984880566384,N/A,208618848,719172,177578,-207116386.717865,0.009,251754,1.179906528780519,1.179906528780519,10.100000381469727,8.5600004196167,0.001,0.034936192331420965,20585300,USD,United States,207293964.717865,none,None,undefined,undefined,Financial Services,Shell Companies
AADR,,48.78,,None,,,None,,Not Found!,,,,,,,,,48.970001220703125,43.349998474121094,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",11.75,undefined,4.64,N/A,undefined,1.6979227,-9.657600950118765,5.60,105356624,-29680500,183007008,-104123330.16719055,7.502,1721000,1.0681818181818181,1.060909097844904,11.670000076293945,11.0,0.060700003,-1.2166582633397691,24395100,USD,United States,287130338.16719055,buy,-1.777,undefined,undefined,Healthcare,Biotechnology
AAME,Atlantic American Corporation,2.55,undefined,0.14,N/A,undefined,0.5036421,1.5180743598737283,,66227696,34212000,21876000,-27412625.553894043,1.074,38556000,1.2142857694301499,1.152381041044555,2.4200000762939453,2.0999999046325684,0.0138,1.6797596134962096,20367200,USD,United States,49288625.55389404,none,9.898,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.73,-42.254666666666665,-2.01,13.00,-15.477899877899878,0.37945166,10.649506805908109,-0.17,200369856,7337375,26268000,-50583410.86220741,0.921,151050000,1.8445945708223992,1.8108108325802206,2.680000066757202,1.4800000190734863,0.1167,0.25634989955454623,28622500,USD,United States,76851410.86220741,buy,-6.596,5.389044555080017,1.9740089945348047,Technology,Semiconductors
AAL,"American Airlines Group, Inc.",16.27,13.264533333333336,0.19,62.90,0.8152755582872364,None,-29.559358648949022,0.66,45314457600,-358124992,8965000192,-1682755727.2398682,13.779,43686998016,1.3965665693345808,1.391416275987626,16.209999084472656,11.649999618530273,0.145,-0.5504178961805207,650641984,USD,United States,10647755919.239868,hold,11.044,-38.426508058682764,-2.361801355788738,Industrials,Airlines
AAON,"AAON, Inc.",75.22,25.055555555555557,1.25,12.00,0.33309698957133155,7.7920566,-61.03764951962629,11.76,4068897280,-65560624,10738000,-4069929744.911194,0.202,77966000,1.583578947368421,1.5856842041015624,75.31999969482422,47.5,0.0153,-1.2323541386667167,53199500,USD,United States,4080667744.911194,buy,33.975,-24.701854068386194,-0.3283947629405237,Industrials,Building Products & Equipment
AAPB,,19.790000915527344,,None,,,None,,Not Found!,,,,,,,,,19.78860092163086,14.25,,,,,,,,,,,,
AAPD,,25.98,,None,,,None,,Not Found!,,,,,,,,,25.719999313354492,23.399999618530273,,,,,,,,,,,,
AAPU,,20.6704,,None,,,None,,Not Found!,,,,,,,,,20.719999313354492,15.550000190734863,,,,,,,,,,,,
AAPL,Apple Inc.,151.02,95.7740177777778,5.89,8.13,0.6341810209096662,42.482548,28.2007308614567,7.18,2449027104768,84729126912,51355000832,-2356421591196.625,3.246,111109996544,1.2162358236852244,1.2154304614195455,150.9199981689453,124.16999816894531,0.0073,5.355180358336256,15821899776,USD,United States,2407776592028.625,buy,19.547,87.0776127067068,0.5765965614270083,Technology,Consumer Electronics
AAXJ,,69.2803,,None,,,None,,Not Found!,,,,,,,,,69.25499725341797,54.38999938964844,,,,,,,,,,,,
AAWW,Atlas Air Worldwide Holdings,102.2,225.3875555555556,12.46,10.00,2.2053576864535773,0.98857784,34.01060144963788,2.04,4589324288,85232872,465499008,-2433747591.1271973,16.411,2156002048,1.741056195428953,1.740715485129732,102.18000030517578,58.70000076293945,0.1521,3.004945388905733,28364200,USD,United States,2899246599.1271973,hold,4.953,54.35612325709482,0.5318603058424151,Industrials,Airports & Air Services
ABCB,Ameris Bancorp,48.46,80.50533333333334,4.99,8.00,1.6612739028752237,1.0451312,undefined,"Bancorp)  Altman Z-Score as of today (February 13, 2023) is ",4236604672,None,1118131968,-2234471929.0184326,16.171,2004057984,1.2679225131408431,1.2543170354673014,47.939998626708984,38.220001220703125,0.0354,undefined,69369000,USD,United States,3352603897.0184326,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,14.63,0.6953955555555557,0.08,0.39,0.047532163742690065,4.633993,undefined,28.46,3533297920,None,109600000,-3272162000.0,0.479,229900000,1.166666670215694,1.1762360482352348,14.75,12.539999961853027,None,undefined,229272000,USD,United Kingdom,3381762000.0,buy,45.709,undefined,undefined,Healthcare,Biotechnology
