TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,9.95,,-0.085,,,226.13637,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACG,ATA Creativity Global,1.48,-10.881179245283018,-0.313,25.00,-7.3521481387047425,0.25262466,undefined,-1.01,35109260,None,60516272,12195848,1.927,36677972,1.6818181818181819,1.6704545454545454,1.47,0.88,None,undefined,31376900,USD,China,48320424,strong_buy,-0.781,undefined,undefined,Consumer Defensive,Education & Training Services
AACI,Armada Acquisition Corp. I,10.04,undefined,-0.085,,undefined,228.63637,undefined,N/A,206723984,None,439863,-207897721,0.021,483034,1.0276356192425793,1.0286591606960083,10.05,9.77,0.0001,undefined,20709500,USD,United States,208337584,none,None,undefined,undefined,Financial Services,Shell Companies
AAL,"American Airlines Group, Inc.",12.93,1476.11179245283,-14.725,-105.10,114.16177822527688,None,31.534296847909605,0.46,42737082368,265500000,11232000000,2937345536,17.283,44681998336,1.109871244635193,1.08068669527897,12.59,11.65,0.1496,0.4100297546624105,647513984,USD,United States,8294654464,hold,17.807,-41.10354880229031,-3.1789287550108516,Industrials,Airlines
AADR,,47.59,,None,,,None,,Not Found!,,,,,,,,,47.23,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",12.7,undefined,-8.896,N/A,undefined,1.7157879,-5.658572972475014,5.96,149944784,-46894120,118737000,-140348600,5.65,1768000,1.1545454545454545,1.1263636363636365,12.39,11,0.0509,-2.2443821192686895,20894000,USD,United States,259085600,buy,-2.615,undefined,undefined,Healthcare,Biotechnology
AAME,Atlantic American Corporation,2.42,undefined,0.558,N/A,undefined,0.36463463,1.3557721512027492,,85312416,36375000,15910000,-36870572,0.78,38748000,1.141509433962264,1.1367924528301887,2.41,2.12,0.0128999995,1.7849606940614173,20378600,USD,United States,52780572,none,13.769,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.12,-59.638160377358496,-2.673,13.00,-28.1312077251691,0.19427125,3.574622985754546,-0.22,194908544,16189375,33667000,-25022844,1.207,150224992,1.4324324324324325,1.4324324324324325,2.12,1.48,0.1284,0.5930695372486958,27297600,USD,United States,58689844,buy,-6.144,13.232164675407223,6.2415871110411425,Technology,Semiconductors
AAON,"AAON, Inc.",78.27,31.69764150943396,1.49,12.00,0.4049781718338311,11.363501,-44.34251729854784,11.71,3450420480,-92541872,17647000,-3984706408,0.332,112165000,1.6477894736842105,1.596,75.81,47.5,0.0238,-1.765123064011597,52428000,USD,United States,4002353408,buy,34.005,-37.5504953711901,-0.47975591377526644,Industrials,Building Products & Equipment
