TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.069999694824219,undefined,-0.203,,undefined,None,288.23976005443063,Not Found!,208618848,719172,177578,-207013457.86206436,0.009,251754,1.1764017758395313,1.1728971343090893,10.039999961853027,8.5600004196167,0.001,0.034936192331420965,20585300,USD,United States,207191035.86206436,none,None,undefined,undefined,Financial Services,Shell Companies
AADI,"Aadi Bioscience, Inc.",11.75,undefined,4.64,N/A,undefined,1.7166762,-9.657600950118765,5.66,105356624,-29680500,183007008,-107294672.69400787,7.502,1721000,1.0681818181818181,1.0563636259599165,11.619999885559082,11.0,0.060700003,-1.2166582633397691,24395100,USD,United States,290301680.6940079,buy,-1.777,undefined,undefined,Healthcare,Biotechnology
AACG,ATA Creativity Global,1.67,-4.902652173913044,-0.153,25.00,-2.9357198646185894,0.39748484,undefined,-0.91,29290424,None,59858096,4320983.598466873,1.906,31832612,1.8977272830103054,1.9886363744119968,1.75,0.8799999952316284,None,undefined,31376900,USD,China,55537112.40153313,strong_buy,-0.719,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,10.45,,-0.203,,,None,,N/A,,719172,177578,,,251754,,,10.449999809265137,9.829999923706055,,,,,,None,,,,,,
AAL,"American Airlines Group, Inc.",16.27,12.976173913043482,0.19,62.90,0.7975521765853401,None,-29.559358648949022,0.66,45314457600,-358124992,8965000192,-1777099112.7601318,13.779,43686998016,1.3965665693345808,1.391416275987626,16.209999084472656,11.649999618530273,0.145,-0.5504178961805207,650641984,USD,United States,10742099304.760132,hold,11.044,-37.591149187841836,-2.3104578480542,Industrials,Airlines
AAME,Atlantic American Corporation,2.55,undefined,0.14,N/A,undefined,0.5036421,1.5180743598737283,,66227696,34212000,21876000,-27412625.553894043,1.074,38556000,1.2142857694301499,1.152381041044555,2.4200000762939453,2.0999999046325684,0.0138,1.6797596134962096,20367200,USD,United States,49288625.55389404,none,9.898,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.73,-41.33608695652174,-2.01,13.00,-15.141423793597706,0.37309214,10.649506805908109,-0.18,200369856,7337375,26268000,-49295403.00261974,0.921,151050000,1.8445945708223992,1.7702701701309853,2.619999885559082,1.4800000190734863,0.1167,0.25634989955454623,28622500,USD,United States,75563403.00261974,buy,-6.596,5.271891412578278,1.931095755523179,Technology,Semiconductors
AADR,,48.81370162963867,,None,,,None,,Not Found!,,,,,,,,,49.779998779296875,43.349998474121094,,,,,,,,,,,,
AAON,"AAON, Inc.",75.22,24.510869565217398,1.25,12.00,0.32585575066760697,7.9032917,-61.03764951962629,11.89,4068897280,-65560624,10738000,-4128183262.3519897,0.202,77966000,1.583578947368421,1.5802104749177632,75.05999755859375,47.5,0.0153,-1.2323541386667167,53199500,USD,United States,4138921262.3519897,buy,33.975,-24.16485724081258,-0.32125574635486015,Industrials,Building Products & Equipment
AAPB,,19.790000915527344,,None,,,None,,Not Found!,,,,,,,,,19.788999557495117,14.25,,,,,,,,,,,,
AAPD,,25.98,,None,,,None,,Not Found!,,,,,,,,,25.410999298095703,23.399999618530273,,,,,,,,,,,,
AAPU,,20.6704,,None,,,None,,Not Found!,,,,,,,,,20.719999313354492,15.550000190734863,,,,,,,,,,,,
AAXJ,,69.2803,,None,,,None,,Not Found!,,,,,,,,,69.22000122070312,54.38999938964844,,,,,,,,,,,,
AAPL,Apple Inc.,151.02,93.6919739130435,5.89,8.13,0.6203944769768474,42.96286,28.2007308614567,7.25,2493961469952,84729126912,51355000832,-2382844376274.8125,3.246,111109996544,1.2162358236852244,1.2154304614195455,150.9199981689453,124.16999816894531,0.0073,5.355180358336256,15821899776,USD,United States,2434199377106.8125,buy,19.906,85.18462112612622,0.5640618535698995,Technology,Consumer Electronics
AAWW,Atlas Air Worldwide Holdings,102.2,220.48782608695657,12.46,10.00,2.1574151280524125,0.98843277,34.01060144963788,2.04,4589324288,85232872,465499008,-2433322145.439331,16.411,2156002048,1.741056195428953,1.740715485129732,102.18000030517578,58.70000076293945,0.1521,3.004945388905733,28364200,USD,United States,2898821153.439331,hold,4.953,53.17446840367972,0.5202981252806235,Industrials,Airports & Air Services
ABCB,Ameris Bancorp,48.46,78.75521739130437,4.99,8.00,1.6251592528127192,1.0559436,undefined,"Bancorp)  Altman Z-Score as of today (February 13, 2023) is ",4236604672,None,1118131968,-2269156429.0184326,16.171,2004057984,1.2679225131408431,1.251177346088648,47.81999969482422,38.220001220703125,0.0354,undefined,69369000,USD,United States,3387288397.0184326,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,14.63,0.6802782608695653,0.08,0.39,0.04649885583524028,4.765944,undefined,28.93,3533297920,None,109600000,-3368456257.4920654,0.479,229900000,1.166666670215694,1.170653935393356,14.680000305175781,12.539999961853027,None,undefined,229272000,USD,United Kingdom,3478056257.4920654,buy,45.709,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.149999618530273,undefined,0.01,,undefined,None,undefined,N/A,196127088,None,98291,-196320922.05007935,0.005,0,1.0463917338261504,1.0474226852775395,10.15999984741211,9.699999809265137,0.00059999997,undefined,15566300,USD,United States,196419213.05007935,none,None,undefined,undefined,Financial Services,Shell Companies
ABCL,AbCellera Biologics Inc.,10.24,13.271739130434785,0.75,10.00,1.296068274456522,2.2331429,22.149517103293547,7.83,2020269184,132267624,868206016,-1926991114.9661865,3.035,76108000,1.8892988663944532,1.7749077029786662,9.619999885559082,5.420000076293945,0.1249,0.4623125620412443,286100000,USD,Canada,2795197130.9661865,buy,5.709,8.180922293512454,0.7989181927258255,Healthcare,Biotechnology
ABIO,"ARCA biopharma, Inc.",2.12,undefined,-1.283,N/A,undefined,0.6812816,-3.5662526776594192,N/A,-13989207,-8566250,43939000,14830598.274850845,3.049,409000,1.2045454610724096,1.1420454553151427,2.009999990463257,1.7599999904632568,0.0221,-0.594461523514757,14410100,USD,United States,29108401.725149155,none,1.005,undefined,undefined,Healthcare,Biotechnology
