TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACG,ATA Creativity Global,1.4299999475479126,-5.269205607476635,-0.153,25.00,-3.6847593012237425,0.33718842,undefined,-1.02,20184424,None,59858096,12792746.0,1.906,31832612,1.6249999492005867,1.6931818381937083,1.4900000095367432,0.8799999952316284,None,undefined,31376900,USD,China,47065350.0,strong_buy,-0.495,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,10.449999809265137,,-0.203,,,None,,N/A,,719172,177578,,,251754,,,10.449999809265137,9.829999923706055,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,10.15999984741211,undefined,-0.203,,undefined,None,290.81588946584753,N/A,216488448,719172,177578,-211233462.4232025,0.009,251754,1.1869158118414036,1.1834111703109613,10.130000114440918,8.5600004196167,0.00090000004,0.034936192331420965,20585300,USD,United States,211411040.4232025,none,None,undefined,undefined,Financial Services,Shell Companies
AADR,,49.63999938964844,,None,,,None,,Not Found!,,,,,,,,,48.7400016784668,43.349998474121094,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",12.529999732971191,undefined,4.76,N/A,undefined,1.807559,-10.298701049032378,6.03,125604568,-29680500,183007008,-122663588.48580551,7.502,1721000,1.1390908848155628,1.135909080505371,12.494999885559082,11.0,0.0582,-1.2166582633397691,24395100,USD,United States,305670596.4858055,buy,-2.119,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",17.059999465942383,14.680373831775702,0.2,62.90,0.860514319539269,None,-30.994630778406247,0.66,45581221888,-358124992,8965000192,-2108926673.5202637,13.779,43686998016,1.464377684511428,1.446352011434269,16.850000381469727,11.649999618530273,0.1552,-0.5504178961805207,650641984,USD,United States,11073926865.520264,hold,11.109,-40.40170239814776,-2.368212406970084,Industrials,Airlines
AAME,Atlantic American Corporation,2.5399999618530273,undefined,0.14,N/A,undefined,0.52237254,1.512121104380129,,67449728,34212000,21876000,-29245671.805763245,1.074,38556000,1.2095238462867668,1.1904762445393628,2.5,2.0999999046325684,0.0121,1.6797596134962096,20367200,USD,United States,51121671.805763245,none,10.081,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.819999933242798,-44.426635514018685,-2.01,13.00,-15.754126441744711,0.3815715,11.000589187446735,-0.17,198943664,7337375,26268000,-51012751.364827156,0.921,151050000,1.905405335743294,1.8040540823542868,2.6700000762939453,1.4800000190734863,0.120299995,0.25634989955454623,28622500,USD,United States,77280751.36482716,buy,-6.549,5.6660515181916065,2.009238174582527,Technology,Semiconductors
AAON,"AAON, Inc.",79.93000030517578,26.343457943925234,1.25,12.00,0.3295816069478908,8.206014,-64.85960309400349,12.26,4204024064,-65560624,10738000,-4286717545.059204,0.202,77966000,1.6827368485300165,1.6631578947368422,79.0,47.5,0.0163,-1.2323541386667167,53199500,USD,United States,4297455545.059204,buy,35.103,-25.97157553919109,-0.3249290058805283,Industrials,Building Products & Equipment
AAPD,,25.979999542236328,,None,,,None,,Not Found!,,,,,,,,,24.899999618530273,23.399999618530273,,,,,,,,,,,,
AAPB,,19.760000228881836,,None,,,None,,Not Found!,,,,,,,,,19.079999923706055,14.25,,,,,,,,,,,,
AAPU,,20.68000030517578,,None,,,None,,Not Found!,,,,,,,,,20.040000915527344,15.550000190734863,,,,,,,,,,,,
AAPL,,150.82000732421875,,6.03,8.25,,48.615482,,7.26,,None,None,,,None,,,147.8300018310547,124.16999816894531,,,,,,2446692890112.0,,,,,,
AAXJ,,71.54000091552734,,None,,,None,,Not Found!,,,,,,,,,70.16000366210938,54.38999938964844,,,,,,,,,,,,
AAWW,Atlas Air Worldwide Holdings,102.25,236.9728971962617,12.46,10.00,2.317583346662706,0.98804593,34.027240687137706,2.04,4589607424,85232872,465499008,-2432187767.8728027,16.411,2156002048,1.7419079841742704,1.7388415394922216,102.06999969482422,58.70000076293945,0.1191,3.004945388905733,28364200,USD,United States,2897686775.8728027,hold,4.954,57.15012959273987,0.558925472789632,Industrials,Airports & Air Services
ABCB,Ameris Bancorp,49.790000915527344,84.64345794392524,4.99,8.00,1.7000091662486516,1.0851372,undefined,"Bancorp)  Altman Z-Score as of today (February 04, 2023) is ",4202032896,None,1118131968,-2362804473.169739,16.171,2004057984,1.3027210707820946,1.2891156170626952,49.27000045776367,38.220001220703125,0.0322,undefined,69369000,USD,United States,3480936441.169739,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABEO,Abeona Therapeutics Inc.,2.819999933242798,undefined,38.68,N/A,undefined,1.3738178,-1.0810527352984844,-30.54,33410014,-44804248,18167000,-29238207.836198807,1.058,8294000,1.205128220803326,1.1623932172560854,2.7200000286102295,2.3399999141693115,0.0427,-2.6085683345171695,17175800,USD,United States,47405207.83619881,buy,-0.754,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,10.149999618530273,undefined,0.01,,undefined,None,undefined,N/A,196320416,None,98291,-196127591.62519836,0.005,0,1.0463917338261504,1.0463917338261504,10.149999618530273,9.699999809265137,0.0005,undefined,15566300,USD,United States,196225882.62519836,none,None,undefined,undefined,Financial Services,Shell Companies
ABCL,AbCellera Biologics Inc.,11.010000228881836,14.454205607476636,0.76,10.00,1.3128251868296819,2.5554287,23.815057458680087,8.63,2286342656,132267624,868206016,-2330392071.310791,3.035,76108000,2.0313653272880003,1.9797046847226656,10.729999542236328,5.420000076293945,0.1285,0.4623125620412443,286100000,USD,Canada,3198598087.310791,buy,6.461,8.792580035083478,0.798599441625665,Healthcare,Biotechnology
ABIO,"ARCA biopharma, Inc.",2.2300000190734863,undefined,-1.283,N/A,undefined,0.752108,-3.7512941222648,N/A,-11971787,-8566250,43939000,11804476.725149155,3.049,409000,1.2670454722482805,1.2670454722482805,2.2300000190734863,1.7599999904632568,0.024300002,-0.594461523514757,14410100,USD,United States,32134523.274850845,none,0.86,undefined,undefined,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",118.5199966430664,73.79869158878505,2.51,20.10,0.6226686945582391,13.564163,18.63370935385623,5.14,64909463552,2533056256,9627585536,-65530525280.49707,15.205,2361184000,1.4469538681987923,1.41435713947736,115.8499984741211,81.91000366210938,0.0539,6.360515471845051,398247008,USD,United States,75158110816.49707,hold,38.556,187.01104368621057,1.5778860022196177,Consumer Cyclical,Travel Services
ABCM,Abcam plc,15.229999542236328,0.6397476635514019,0.07,0.39,0.04200575724097909,4.66541,undefined,28.36,3295554048,None,109600000,-3295089287.460327,0.479,229900000,1.2145135238091183,1.1722487921836426,14.699999809265137,12.539999961853027,None,undefined,229272000,USD,United Kingdom,3404689287.460327,buy,42.633,undefined,undefined,Healthcare,Biotechnology
ABSI,Absci Corporation,3.390000104904175,-46.5577570093458,-1.776,17.00,-13.733851200179195,1.0621432,-4.736211599550709,2.40,139261552,-66132752,181312000,-128210892.78853607,1.962,22138000,1.7474226829463129,1.7061854871911466,3.309999942779541,1.940000057220459,0.0854,-0.7157619615698252,92394896,USD,United States,309522892.7885361,hold,-1.397,-18.76366637573233,-5.535004659317768,Healthcare,Biotechnology
