TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
AACBR,Artius II Acquisition Inc.,0.3487,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,141921,N/A,0.005,0,1.0255882352941177,1.0,0.34,0.34,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,63.83,N/A,N/A,N/A,N/A
AACBU,Artius II Acquisition Inc.,10.57,undefined,N/A,N/A,undefined,N/A,undefined,N/A,293213088,N/A,141921,-265957823,0.005,0,1.057,1.057,10.57,10.0,N/A,undefined,25175000,USD,United States,266099744,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,54.45,0.00789,N/A,N/A,2.521819299721883
AACB,Artius II Acquisition Inc.,10.31,undefined,N/A,N/A,undefined,N/A,undefined,N/A,284910592,N/A,141921,-284910591,0.005,0,1.0467005076142133,1.0456852791878173,10.3,9.85,N/A,undefined,22175000,USD,United States,285052512,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,55.07,0.0,N/A,N/A,1.7768991463532364
AACG,ATA Creativity Global,0.8899,undefined,-0.04,N/A,undefined,3.1166704,-2.114536318512922,-1.25,21113780,-13371401,96807264,70601338,1.533,65881080,1.253380281690141,1.1556338028169015,0.8205,0.71,0.0008,-0.4208487658541779,31772461,CNY,China,26205926,none,16.333,1.4202608695652172,undefined,undefined,Consumer Defensive,Education & Training Services,32.08,0.05505,-1.4007422029671412,-1.3387506081288143,-58.990784851960754
AAL,"American Airlines Group, Inc.",15.51,12.600201869158878,0.87,9.11,0.8123921256711076,N/A,24.231814289822484,0.73,38980952064,422500000,7386999808,-2916950016,11.191,36064002048,1.8247058823529412,1.8094235294117649,15.3801,8.5,0.0954,0.640067632348697,660086495,USD,United States,10303949824,buy,8.45,0.8811261730969759,9.27009353736569,0.5976849476057827,Industrials,Airlines,67.24,0.01492,-43.69062336851191,-53.272774968794835,16.00598453820728
AAEQ,N/A,49.9401,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.030138822995524,1.0106437839064337,48.995,48.479,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AADR,AdvisorShares Dorsey Wright,84.78,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3780884265279583,1.3735370611183355,84.5,61.52,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.90083824257419
AALG,Leverage Shares 2X Long AAL Dai,18.56,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.826771653543307,1.8031496062992125,18.32,10.16,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,22.7838038141294
AAME,Atlantic American Corporation,2.4,undefined,0.23,N/A,undefined,0.45666358,2.2152716312027207,,58248208,22098124,34444000,-15529208,1.689,42664000,1.92,1.9600000000000002,2.45,1.25,0.00090000004,1.0833885859392267,20397228,USD,United States,49973208,none,5.787,0.5746772591857001,undefined,undefined,Financial Services,Insurance - Life,45.51,0.80123,2.0566198319499773,7.995094403416434,-28.7833803708916
AAOI,"Applied Optoelectronics, Inc.",27.14,undefined,-3.46,N/A,undefined,3.5609934,-5.666649249830373,2.48,2095345664,-327021504,136960992,-1860225696,2.006,235163008,2.7947688188652045,2.860673463083102,27.78,9.711,0.2183,-4.789426485292418,68279888,USD,United States,1997186688,buy,-84.743,-3.6401632302405496,undefined,undefined,Technology,Communication Equipment,52.44,0.04403,-109.10445116725249,-10.319519714754078,12.148756794929293
