TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACIU,,10.5,,-0.203,,,{},,N/A,,1209261,235949,,,2201754,,,10.5,9.71,,,,,,{},,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADR,,51.95,,{},,,{},,Not Found!,,,,,,,,,51.36,43.35,,,,,,,,,,,,
AACG,ATA Creativity Global,1.25,-6.591056910569106,-0.22,25.00,-5.272845528455285,0.32188123,undefined,-1.21,7450701,{},65636832,24887864,2.09,33403372,1.1160714285714284,1.0982142857142856,1.23,1.12,{},undefined,31585900,CNY,China,40748968,buy,-0.203,undefined,undefined,Consumer Defensive,Education & Training Services
AACI,Armada Acquisition Corp. I,10.58,undefined,-0.59,,undefined,{},80.6526820926169,N/A,99035048,1209261,235949,-96833275,0.026,2201754,1.2359813084112148,1.2289719626168223,10.52,8.56,0.00059999997,0.13117976644410334,9218350,USD,United States,97069224,none,{},undefined,undefined,Financial Services,Shell Companies
AADI,"Aadi Bioscience, Inc.",5.78,undefined,-2.55,N/A,undefined,1.1026119,-3.6664262631903064,2.04,8304791,-38524124,134888992,-9533680,5.501,1469000,1.1355599214145384,1.1267190569744598,5.735,5.09,0.0679,-1.5764669967671974,24437000,USD,United States,144422672,buy,-0.124,undefined,undefined,Healthcare,Biotechnology
AAOI,"Applied Optoelectronics, Inc.",14.44,-48.45365853658537,-2.52,13.00,-3.355516519154112,2.412383,22.40467057337254,0.17,574447552,18816876,21578000,-340156720,0.672,132085000,9.024999999999999,7.562499999999999,12.1,1.6,0.1894,0.6445084721380203,29195700,USD,United States,361734720,buy,-14.267,12.392378346393643,0.8581979464261527,Technology,Communication Equipment
AAPD,,21.94,,{},,,{},,Not Found!,,,,,,,,,21.8602,19.69,,,,,,,,,,,,
AAPB,,24.92,,{},,,{},,Not Found!,,,,,,,,,24.5918,14.25,,,,,,,,,,,,
AAME,Atlantic American Corporation,1.82,undefined,-0.15,N/A,undefined,0.3539996,2.0069194515504662,,66050024,18470250,13548000,-23384504,0.664,40162000,1.0898203592814373,1.0179640718562875,1.7,1.67,0.0137,0.9068625044188695,20367200,USD,United States,36932504,none,-198.946,undefined,undefined,Financial Services,Insurance—Life
