TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACI,Armada Acquisition Corp. I,9.98,undefined,-0.203,,undefined,None,undefined,N/A,206723984,None,439863,-206240937,0.021,483034,1.068522483940043,1.0663811563169165,9.96,9.34,0.0001,undefined,20709500,USD,United States,206680800,none,None,undefined,undefined,Financial Services,Shell Companies
AACG,ATA Creativity Global,1.81,-4.396140350877193,-0.153,25.00,-2.4288068236890568,0.37037036,undefined,-0.91,35109260,None,60516272,2244236,1.927,36677972,2.0568181818181817,2.005113636363636,1.7645,0.88,None,undefined,32737100,USD,China,58272036,strong_buy,-0.781,undefined,undefined,Consumer Defensive,Education & Training Services
AACIU,,9.95,,-0.203,,,None,,N/A,,None,439863,,,483034,,,9.95,9.82,,,,,,None,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADR,,46.9,,None,,,None,,Not Found!,,,,,,,,,46.95,43.35,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",12.7,undefined,-8.813,N/A,undefined,2.503383,-5.691830020480179,4.03,149944784,-46894120,118737000,-153430552,5.65,1768000,1.1545454545454545,1.1472727272727272,12.62,11,0.0509,-2.231268318678391,21016800,USD,United States,272167552,buy,-2.615,undefined,undefined,Healthcare,Biotechnology
AAL,"American Airlines Group, Inc.",13.97,304.1563040935672,-3.671,-105.10,21.77210480268913,None,34.196297017853105,0.47,42737082368,265500000,11232000000,2133386240,17.283,44681998336,1.1991416309012877,1.1832618025751074,13.785,11.65,0.1496,0.408523764801393,649900992,USD,United States,9098613760,hold,17.807,-33.84774678190723,-2.4228881017829087,Industrials,Airlines
AAME,Atlantic American Corporation,3.05,undefined,0.13,N/A,undefined,0.55929667,1.7103896907216494,,85312416,36375000,15910000,-45081516,0.78,38748000,1.4386792452830186,1.3962264150943395,2.96,2.12,0.0128999995,1.7832193543642916,20398500,USD,United States,60991516,none,13.769,undefined,undefined,Financial Services,Insurance—Life
AAOI,"Applied Optoelectronics, Inc.",2.81,-37.06549707602339,-2.01,13.00,-13.190568354456722,0.35264483,4.8396351310659,-0.09,194908544,16189375,33667000,-44404840,1.207,150224992,1.8986486486486487,1.8614864864864864,2.755,1.48,0.1284,0.5806222832714074,27882800,USD,United States,78071840,buy,-6.144,10.706991812373323,3.8103173709513602,Technology,Semiconductors
AAON,"AAON, Inc.",63.13,18.1103313840156,1.03,12.00,0.28687361609402184,7.056212,-36.26361068209211,9.49,3450420480,-92541872,17647000,-3445635944,0.332,112165000,1.3290526315789475,1.3258947368421052,62.98,47.5,0.0238,-1.7408636043838626,53158600,USD,United States,3463282944,buy,34.005,-30.609336669673375,-0.48486197797676817,Industrials,Building Products & Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,27.885,,None,,,None,,Not Found!,,,,,,,,,25.49,23.4,,,,,,,,,,,,
